Time,0,1,2,3,4,5
0,0.92,0.97,0.8,0.42,0.46,0.27
1,0.92,0.97,0.78,0.41,0.45,0.27
2,0.91,0.97,0.76,0.4,0.44,0.28
3,0.94,0.98,0.72,0.45,0.44,0.33
4,0.96,0.98,0.69,0.48,0.45,0.36
5,0.98,0.98,0.66,0.49,0.46,0.36
6,0.97,0.98,0.61,0.49,0.43,0.36
7,0.97,0.98,0.56,0.48,0.38,0.34
8,0.97,0.98,0.53,0.48,0.33,0.31
9,0.95,0.98,0.5,0.47,0.27,0.29
10,0.93,0.97,0.49,0.45,0.21,0.26
11,0.9,0.94,0.5,0.42,0.17,0.23
12,0.85,0.91,0.28,0.27,0.13,0.12
13,0.8,0.84,0.15,0.14,0.11,0.06
14,0.74,0.75,0.09,0.06,0.08,0.03
15,0.68,0.57,0.08,0.04,0.03,0.01
16,0.63,0.44,0.07,0.02,0.0,0.0
17,0.58,0.35,0.08,0.02,0.0,0.0
18,0.54,0.23,0.05,0.0,0.0,0.0
19,0.49,0.14,0.06,0.01,0.0,0.0
20,0.43,0.07,0.09,0.02,0.0,0.02
21,0.37,0.04,0.19,0.05,0.0,0.03
22,0.31,0.1,0.35,0.12,0.0,0.06
23,0.25,0.28,0.55,0.22,0.0,0.08
24,0.17,0.41,0.71,0.28,0.04,0.12
25,0.17,0.58,0.82,0.32,0.11,0.18
26,0.3,0.77,0.87,0.36,0.22,0.24
27,0.34,0.88,0.87,0.36,0.19,0.21
28,0.42,0.95,0.87,0.36,0.16,0.19
29,0.54,0.98,0.85,0.37,0.14,0.16
30,0.64,0.95,0.84,0.38,0.12,0.18
31,0.73,0.89,0.83,0.4,0.12,0.2
32,0.81,0.82,0.82,0.41,0.16,0.23
33,0.71,0.8,0.76,0.41,0.2,0.26
34,0.55,0.77,0.65,0.41,0.26,0.28
35,0.44,0.7,0.56,0.41,0.33,0.3
36,0.29,0.5,0.43,0.41,0.26,0.26
37,0.2,0.33,0.31,0.39,0.2,0.22
38,0.18,0.23,0.23,0.36,0.16,0.2
39,0.13,0.21,0.22,0.34,0.17,0.17
40,0.12,0.2,0.22,0.33,0.18,0.15
41,0.14,0.21,0.23,0.33,0.2,0.14
42,0.12,0.22,0.2,0.28,0.16,0.12
43,0.11,0.23,0.18,0.24,0.14,0.1
44,0.13,0.25,0.17,0.2,0.12,0.08
45,0.14,0.3,0.23,0.23,0.17,0.13
46,0.18,0.37,0.31,0.27,0.24,0.19
47,0.23,0.44,0.4,0.33,0.32,0.27
48,0.19,0.29,0.33,0.24,0.26,0.18
