Time,0,1,2,3,4,5
0,0.95,0.97,0.87,0.47,0.49,0.34
1,0.94,0.96,0.84,0.47,0.49,0.33
2,0.92,0.94,0.8,0.48,0.49,0.31
3,0.89,0.88,0.78,0.45,0.47,0.28
4,0.85,0.78,0.76,0.4,0.44,0.26
5,0.81,0.69,0.73,0.36,0.39,0.23
6,0.78,0.72,0.72,0.36,0.3,0.18
7,0.73,0.75,0.74,0.38,0.22,0.18
8,0.68,0.79,0.76,0.42,0.17,0.23
9,0.63,0.9,0.75,0.42,0.12,0.25
10,0.62,0.97,0.76,0.43,0.1,0.26
11,0.63,0.98,0.77,0.44,0.11,0.28
12,0.55,0.98,0.76,0.44,0.16,0.29
13,0.53,0.97,0.75,0.44,0.25,0.32
14,0.54,0.96,0.75,0.45,0.36,0.34
15,0.59,0.96,0.72,0.46,0.4,0.35
16,0.66,0.96,0.69,0.47,0.44,0.36
17,0.73,0.97,0.66,0.48,0.46,0.36
18,0.71,0.95,0.65,0.48,0.45,0.35
19,0.69,0.91,0.64,0.47,0.43,0.33
20,0.68,0.85,0.63,0.44,0.41,0.3
21,0.76,0.91,0.66,0.44,0.4,0.27
22,0.83,0.95,0.72,0.43,0.4,0.24
23,0.87,0.96,0.78,0.42,0.4,0.22
24,0.81,0.96,0.74,0.39,0.25,0.18
25,0.74,0.95,0.72,0.34,0.14,0.15
26,0.7,0.93,0.71,0.3,0.08,0.15
27,0.64,0.91,0.76,0.28,0.06,0.14
28,0.6,0.82,0.82,0.27,0.06,0.12
29,0.56,0.71,0.83,0.26,0.1,0.11
30,0.51,0.71,0.81,0.26,0.06,0.1
31,0.52,0.74,0.8,0.27,0.06,0.09
32,0.56,0.78,0.8,0.3,0.09,0.09
33,0.51,0.65,0.8,0.27,0.04,0.06
34,0.5,0.54,0.82,0.29,0.03,0.08
35,0.55,0.51,0.84,0.31,0.08,0.16
36,0.5,0.64,0.84,0.34,0.06,0.19
37,0.47,0.75,0.83,0.36,0.1,0.23
38,0.43,0.81,0.82,0.39,0.2,0.27
39,0.46,0.83,0.75,0.41,0.34,0.31
40,0.49,0.83,0.67,0.46,0.46,0.35
41,0.53,0.84,0.61,0.48,0.49,0.36
42,0.59,0.87,0.64,0.48,0.48,0.35
43,0.64,0.9,0.68,0.48,0.41,0.31
44,0.69,0.92,0.71,0.47,0.3,0.26
45,0.68,0.92,0.74,0.47,0.33,0.25
46,0.72,0.93,0.77,0.47,0.35,0.24
47,0.79,0.93,0.8,0.47,0.38,0.23
48,0.74,0.89,0.66,0.46,0.36,0.27
49,0.69,0.83,0.53,0.45,0.36,0.3
50,0.66,0.75,0.43,0.43,0.4,0.32
51,0.56,0.66,0.38,0.45,0.38,0.32
52,0.48,0.6,0.35,0.48,0.37,0.32
53,0.45,0.57,0.33,0.49,0.36,0.32
54,0.24,0.4,0.29,0.48,0.36,0.32
55,0.17,0.33,0.27,0.46,0.37,0.33
56,0.24,0.39,0.28,0.44,0.37,0.34
57,0.22,0.31,0.34,0.34,0.41,0.3
58,0.29,0.29,0.46,0.27,0.44,0.27
59,0.47,0.37,0.66,0.25,0.47,0.26
60,0.58,0.39,0.67,0.27,0.47,0.25
61,0.71,0.55,0.68,0.29,0.48,0.24
62,0.8,0.74,0.7,0.32,0.48,0.23
63,0.85,0.72,0.67,0.31,0.48,0.26
64,0.89,0.68,0.63,0.31,0.47,0.3
65,0.92,0.62,0.63,0.32,0.45,0.33
66,0.95,0.73,0.6,0.17,0.35,0.2
67,0.97,0.86,0.58,0.16,0.25,0.11
68,0.98,0.94,0.6,0.28,0.19,0.06
69,0.98,0.94,0.46,0.24,0.0,0.0
70,0.98,0.95,0.39,0.28,0.01,0.02
71,0.98,0.97,0.4,0.39,0.25,0.2
72,0.98,0.82,0.24,0.22,0.28,0.23
73,0.98,0.54,0.18,0.28,0.31,0.3
74,0.98,0.38,0.45,0.41,0.35,0.34
75,0.98,0.55,0.62,0.43,0.41,0.36
76,0.98,0.86,0.72,0.45,0.45,0.37
77,0.98,0.94,0.83,0.45,0.47,0.37
78,0.98,0.86,0.87,0.45,0.48,0.37
79,0.95,0.82,0.9,0.44,0.49,0.37
80,0.93,0.88,0.91,0.44,0.49,0.37
81,0.95,0.93,0.91,0.47,0.49,0.37
82,0.97,0.98,0.89,0.49,0.49,0.37
83,0.98,0.98,0.85,0.49,0.49,0.37
84,0.98,0.98,0.76,0.49,0.47,0.36
85,0.95,0.96,0.61,0.34,0.38,0.26
86,0.89,0.84,0.41,0.15,0.27,0.11
87,0.84,0.67,0.26,0.09,0.18,0.07
88,0.79,0.57,0.19,0.05,0.12,0.04
89,0.75,0.54,0.17,0.03,0.07,0.02
90,0.69,0.5,0.11,0.02,0.04,0.01
91,0.65,0.5,0.07,0.01,0.02,0.0
92,0.64,0.51,0.06,0.0,0.0,0.0
93,0.6,0.38,0.05,0.0,0.0,0.0
94,0.59,0.25,0.05,0.02,0.0,0.02
95,0.62,0.14,0.06,0.05,0.02,0.05
96,0.51,0.02,0.07,0.09,0.05,0.08
97,0.48,0.07,0.25,0.18,0.1,0.13
98,0.54,0.32,0.63,0.3,0.17,0.2
99,0.51,0.39,0.74,0.32,0.18,0.21
100,0.54,0.53,0.84,0.35,0.18,0.23
