Time,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.47,0.43,0.19,0.24,0.26,0.18
13,0.67,0.66,0.49,0.3,0.35,0.26
14,0.77,0.76,0.67,0.35,0.39,0.29
15,0.8,0.79,0.72,0.36,0.4,0.31
16,0.83,0.82,0.76,0.37,0.4,0.31
17,0.82,0.83,0.75,0.41,0.4,0.31
18,0.76,0.76,0.68,0.39,0.38,0.29
19,0.59,0.62,0.56,0.33,0.32,0.25
20,0.0,0.0,0.03,0.08,0.07,0.08
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.45,0.45,0.13,0.24,0.26,0.18
37,0.67,0.71,0.37,0.36,0.36,0.26
38,0.75,0.76,0.49,0.4,0.39,0.3
39,0.78,0.81,0.57,0.41,0.4,0.31
40,0.78,0.85,0.62,0.42,0.41,0.31
41,0.76,0.83,0.63,0.41,0.4,0.31
42,0.71,0.78,0.61,0.39,0.38,0.29
43,0.56,0.67,0.54,0.34,0.34,0.26
44,0.0,0.06,0.1,0.18,0.19,0.16
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.47,0.5,0.17,0.21,0.15,0.16
61,0.62,0.67,0.26,0.32,0.23,0.23
62,0.7,0.75,0.35,0.38,0.38,0.29
63,0.76,0.83,0.48,0.41,0.33,0.28
64,0.76,0.84,0.55,0.41,0.37,0.3
65,0.76,0.81,0.46,0.4,0.34,0.28
66,0.71,0.76,0.44,0.36,0.31,0.26
67,0.6,0.65,0.42,0.3,0.23,0.22
68,0.0,0.07,0.09,0.13,0.08,0.1
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.54,0.53,0.47,0.26,0.27,0.2
85,0.7,0.7,0.65,0.35,0.35,0.26
86,0.76,0.78,0.73,0.39,0.38,0.3
87,0.79,0.8,0.75,0.39,0.39,0.29
88,0.8,0.82,0.76,0.3,0.39,0.26
89,0.8,0.76,0.73,0.29,0.4,0.29
90,0.75,0.74,0.69,0.33,0.38,0.29
91,0.62,0.64,0.59,0.33,0.33,0.25
92,0.01,0.17,0.25,0.22,0.21,0.17
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
