Time,0,1,2,3,4,5
0,653.3,823.9000000000001,262.5,8245.399999999998,1785.3,4126.900000000001
1,621.7,783.7,249.80000000000004,7843.5,1698.3,3925.7
2,588.7,742.3000000000002,236.7,7430.099999999999,1608.8,3718.9
3,556.8000000000001,701.6999999999999,223.69999999999996,7021.900000000001,1520.5,3514.5999999999995
4,523.4000000000001,660.0999999999999,210.4,6606.200000000001,1430.4,3306.5000000000005
5,491.8,620.2,197.50000000000003,6206.8,1344.0,3106.6000000000004
6,471.2,594.3,189.3,5945.5999999999985,1287.5,2975.9
7,464.90000000000003,585.9,186.69999999999996,5864.1,1269.7,2935.1
8,465.29999999999995,586.4999999999999,186.99999999999997,5871.699999999999,1271.5,2938.8
9,466.59999999999997,588.6,187.29999999999998,5888.899999999999,1275.2,2947.6
10,467.1,588.8000000000001,187.39999999999998,5892.1,1275.8,2949.0000000000005
11,470.2,592.8999999999999,188.6,5932.499999999998,1284.4999999999998,2969.3000000000006
12,483.20000000000005,609.1,193.9,6096.1,1320.1000000000001,3051.2
13,500.69999999999993,630.9999999999999,201.20000000000002,6315.8,1367.5,3161.0
14,518.5,653.4000000000001,208.29999999999998,6538.900000000001,1415.8000000000002,3272.7000000000003
15,531.7,670.1,213.4,6706.299999999999,1452.1,3356.4
16,542.1,683.2000000000002,217.70000000000002,6837.900000000001,1480.6000000000001,3422.5
17,552.7,696.5999999999999,222.0,6972.2,1509.6,3489.6
18,561.1000000000001,707.6000000000001,225.29999999999998,7080.1,1533.1,3543.7
19,570.3,718.9000000000001,229.10000000000002,7195.8,1558.2,3601.6000000000004
20,576.6,726.9,231.7,7275.599999999999,1575.4,3641.4
21,596.6,752.0999999999999,239.60000000000002,7525.399999999999,1629.4,3766.5999999999995
22,615.2,775.5999999999999,247.1,7761.299999999999,1680.4999999999998,3884.6
23,630.2,794.6,253.10000000000005,7949.8,1721.3999999999999,3979.0
24,684.6000000000001,862.8000000000001,274.9,8636.0,1869.8999999999999,4322.4
25,648.4000000000001,817.4,260.6,8181.1,1771.6,4094.7999999999997
26,610.4,769.4,245.0,7699.500000000001,1667.2,3853.5999999999995
27,574.0,723.4999999999999,230.6,7239.400000000001,1567.5,3623.3
28,540.4,680.9,217.10000000000002,6815.600000000001,1475.8000000000002,3411.0999999999995
29,505.6,637.9,203.40000000000003,6382.200000000001,1382.0,3194.4
30,485.5,612.2,195.0,6126.4000000000015,1326.6,3066.2999999999997
31,477.5,601.8000000000001,191.70000000000002,6021.9,1304.0,3014.2
32,477.7,602.2,191.9,6025.900000000001,1304.7,3016.0
33,486.20000000000005,613.1,195.20000000000002,6136.1,1328.6,3071.2
34,501.79999999999995,632.6,201.6,6331.1,1370.9,3168.6999999999994
35,513.9,647.6999999999999,206.39999999999998,6484.5999999999985,1404.1,3245.6
36,529.0,666.8,212.29999999999998,6671.999999999999,1444.7,3339.3999999999996
37,559.9000000000001,705.7,224.79999999999998,7062.3,1529.3,3534.7
38,596.8000000000001,752.6999999999999,239.8,7530.999999999999,1630.6999999999998,3769.2
39,612.3999999999999,772.1,245.70000000000002,7727.299999999999,1673.2,3867.7000000000003
40,626.5,789.5,251.50000000000003,7901.600000000001,1710.9,3954.7
41,626.9000000000001,790.3000000000001,251.70000000000002,7908.999999999999,1712.5,3958.2999999999993
42,622.9000000000001,785.1000000000001,250.10000000000002,7858.299999999999,1701.6,3933.2000000000007
43,614.0,773.8000000000001,246.50000000000003,7746.299999999999,1677.3,3877.1
44,604.1,761.8,242.60000000000002,7623.800000000002,1650.8999999999999,3815.7999999999997
45,616.2,776.9,247.5,7774.199999999999,1683.4,3891.1
46,638.1999999999998,804.3000000000001,256.1,8050.3,1743.1999999999998,4029.2
47,651.8000000000001,821.7,261.9,8223.900000000001,1780.8,4116.2
48,727.3,916.7999999999998,292.09999999999997,9174.3,1986.6000000000001,4591.799999999999
