Time,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.29,0.15,0.0,0.08,0.21,0.06
13,0.49,0.43,0.05,0.13,0.34,0.15
14,0.56,0.53,0.09,0.17,0.38,0.18
15,0.51,0.55,0.17,0.19,0.4,0.3
16,0.57,0.52,0.16,0.19,0.4,0.3
17,0.56,0.48,0.11,0.19,0.39,0.3
18,0.5,0.48,0.11,0.16,0.36,0.18
19,0.47,0.36,0.14,0.14,0.33,0.13
20,0.0,0.02,0.02,0.02,0.19,0.07
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.42,0.19,0.1,0.03,0.02,0.02
37,0.45,0.2,0.17,0.08,0.11,0.09
38,0.43,0.2,0.28,0.05,0.08,0.04
39,0.49,0.24,0.29,0.04,0.02,0.02
40,0.41,0.46,0.4,0.03,0.11,0.03
41,0.36,0.25,0.18,0.03,0.02,0.01
42,0.23,0.09,0.15,0.01,0.01,0.01
43,0.15,0.04,0.01,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.03,0.01,0.02,0.04,0.02,0.02
62,0.05,0.02,0.02,0.08,0.26,0.1
63,0.06,0.02,0.02,0.04,0.24,0.11
64,0.03,0.02,0.03,0.04,0.09,0.08
65,0.02,0.03,0.03,0.17,0.12,0.04
66,0.02,0.1,0.04,0.09,0.2,0.08
67,0.0,0.04,0.02,0.11,0.25,0.2
68,0.0,0.0,0.0,0.0,0.0,0.02
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.47,0.37,0.36,0.05,0.0,0.04
85,0.57,0.42,0.46,0.13,0.03,0.12
86,0.73,0.49,0.42,0.14,0.33,0.16
87,0.74,0.46,0.45,0.19,0.35,0.19
88,0.69,0.57,0.37,0.33,0.35,0.1
89,0.46,0.43,0.27,0.29,0.07,0.03
90,0.27,0.3,0.23,0.2,0.01,0.15
91,0.13,0.16,0.1,0.06,0.0,0.0
92,0.0,0.08,0.08,0.02,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
