Time,0,1,2,3,4,5
0,0.39,0.62,0.42,0.2,0.12,0.16
1,0.42,0.58,0.4,0.16,0.1,0.12
2,0.46,0.54,0.39,0.12,0.08,0.09
3,0.46,0.57,0.39,0.14,0.06,0.09
4,0.47,0.59,0.42,0.16,0.06,0.09
5,0.51,0.62,0.44,0.18,0.05,0.09
6,0.49,0.57,0.33,0.14,0.03,0.05
7,0.49,0.51,0.26,0.1,0.02,0.03
8,0.49,0.45,0.23,0.08,0.01,0.01
9,0.43,0.33,0.21,0.06,0.0,0.01
10,0.38,0.24,0.25,0.05,0.0,0.0
11,0.34,0.17,0.37,0.05,0.0,0.0
12,0.26,0.06,0.35,0.03,0.0,0.0
13,0.2,0.02,0.34,0.02,0.0,0.0
14,0.18,0.03,0.34,0.01,0.0,0.0
15,0.16,0.05,0.4,0.02,0.0,0.0
16,0.16,0.07,0.47,0.02,0.0,0.0
17,0.2,0.11,0.55,0.04,0.0,0.01
18,0.24,0.1,0.53,0.04,0.0,0.02
19,0.31,0.12,0.52,0.05,0.0,0.02
20,0.4,0.14,0.52,0.06,0.0,0.03
21,0.49,0.26,0.63,0.1,0.0,0.04
22,0.6,0.44,0.74,0.14,0.0,0.07
23,0.73,0.67,0.84,0.2,0.04,0.11
24,0.8,0.8,0.86,0.27,0.06,0.14
25,0.86,0.89,0.87,0.33,0.09,0.18
26,0.92,0.95,0.88,0.38,0.14,0.23
27,0.94,0.96,0.88,0.38,0.12,0.22
28,0.95,0.97,0.89,0.39,0.11,0.22
29,0.96,0.97,0.9,0.4,0.11,0.22
30,0.97,0.97,0.91,0.41,0.14,0.23
31,0.97,0.97,0.91,0.42,0.18,0.25
32,0.97,0.97,0.91,0.44,0.22,0.28
33,0.97,0.98,0.91,0.45,0.3,0.29
34,0.97,0.98,0.9,0.45,0.39,0.31
35,0.97,0.98,0.89,0.46,0.46,0.33
36,0.96,0.98,0.85,0.42,0.3,0.23
37,0.94,0.97,0.81,0.36,0.13,0.13
38,0.92,0.95,0.76,0.3,0.04,0.07
39,0.9,0.9,0.71,0.28,0.09,0.07
40,0.83,0.78,0.63,0.26,0.18,0.08
41,0.75,0.6,0.54,0.24,0.3,0.11
42,0.72,0.64,0.5,0.18,0.16,0.07
43,0.68,0.7,0.47,0.13,0.07,0.04
44,0.65,0.75,0.47,0.12,0.02,0.02
45,0.51,0.77,0.37,0.18,0.04,0.05
46,0.51,0.82,0.32,0.28,0.06,0.12
47,0.66,0.88,0.34,0.39,0.09,0.23
48,0.51,0.75,0.25,0.36,0.0,0.22
49,0.44,0.67,0.2,0.33,0.07,0.25
50,0.48,0.65,0.18,0.33,0.43,0.34
51,0.46,0.66,0.19,0.32,0.43,0.34
52,0.46,0.68,0.21,0.31,0.43,0.34
53,0.48,0.71,0.24,0.31,0.42,0.35
54,0.38,0.63,0.27,0.28,0.4,0.32
55,0.31,0.55,0.31,0.26,0.38,0.3
56,0.26,0.49,0.37,0.23,0.36,0.26
57,0.2,0.46,0.28,0.27,0.37,0.26
58,0.17,0.44,0.21,0.31,0.38,0.26
59,0.15,0.42,0.17,0.34,0.39,0.26
60,0.11,0.34,0.14,0.26,0.24,0.2
61,0.09,0.28,0.14,0.19,0.13,0.16
62,0.1,0.23,0.15,0.13,0.06,0.13
63,0.12,0.22,0.21,0.14,0.05,0.14
64,0.14,0.22,0.28,0.15,0.04,0.15
65,0.18,0.23,0.38,0.16,0.04,0.17
66,0.17,0.21,0.28,0.16,0.04,0.16
67,0.17,0.21,0.21,0.16,0.05,0.15
68,0.17,0.24,0.16,0.16,0.05,0.15
69,0.21,0.27,0.15,0.22,0.11,0.19
70,0.27,0.36,0.17,0.28,0.2,0.24
71,0.37,0.47,0.22,0.34,0.34,0.28
72,0.36,0.38,0.21,0.31,0.3,0.26
73,0.38,0.34,0.31,0.27,0.26,0.23
74,0.43,0.33,0.57,0.25,0.23,0.2
75,0.32,0.31,0.6,0.24,0.15,0.16
76,0.29,0.34,0.7,0.23,0.09,0.14
77,0.31,0.44,0.8,0.25,0.05,0.13
78,0.32,0.54,0.81,0.26,0.05,0.15
79,0.4,0.77,0.81,0.3,0.05,0.17
80,0.56,0.96,0.8,0.34,0.05,0.21
81,0.51,0.96,0.75,0.34,0.11,0.21
82,0.57,0.94,0.7,0.34,0.22,0.23
83,0.79,0.92,0.62,0.34,0.38,0.27
84,0.71,0.87,0.57,0.3,0.34,0.23
85,0.64,0.8,0.52,0.24,0.3,0.2
86,0.6,0.73,0.49,0.19,0.26,0.17
87,0.58,0.71,0.57,0.2,0.21,0.14
88,0.57,0.68,0.67,0.22,0.18,0.13
89,0.57,0.66,0.76,0.24,0.15,0.12
90,0.54,0.68,0.76,0.22,0.16,0.1
91,0.53,0.71,0.76,0.2,0.16,0.09
