Storage technology,Energy CAPEX ($/MWh),Power CAPEX ($/MW),duration_range(h),charging efficiency,discharging efficiency,Energy FOM ($/MWh-yr),Power FOM ($/MW-yr),lifetime,self-discharge
Li-ion,391000,363000,4,0.92,0.92,9775,9075,15,1.00E-05
