Storage technology,Energy CAPEX ($/MWh),Power CAPEX ($/MW),duration_range(h),charging efficiency,discharging efficiency,Energy FOM ($/MWh-yr),Power FOM ($/MW-yr),lifetime,self-discharge
Li-ion,351900,326700,4,0.92,0.92,8797.5,8167.5,15,1.00E-05
