solar-UPV,wind-new,storage_level,storage_capacity,line
0.0,0.0,0.0,0.0,1.601145557656413e-14
0.0,0.0,0.0,0.0,1.1548671109905027e-14
0.0,0.0,0.0,0.0,1.4808697689571183e-14
0.0,0.0,0.0,0.0,2.0212910979231106e-14
0.0,0.0,0.0,0.0,1.0030281433031177e-14
0.0,0.0,0.0,0.0,2.0285556937417512e-14
0.0,0.0,0.0,0.0,1.0654085066653219e-14
0.0,0.0,0.0,0.0,1.5064190947449214e-14
0.0,0.0,0.0,0.0,1.7191664851239555e-14
0.0,0.0,0.0,0.0,1.785274793420628e-14
0.0,0.0,0.0,0.0,1.984796926779596e-14
0.0,0.0,0.0,0.0,1.0079764278464253e-14
0.0,0.0,0.0,0.0,1.0303620673691134e-14
0.0,0.0,0.0,0.0,1.3672157971395105e-14
0.0,0.0,0.0,0.0,2.7694938042683055e-14
0.0,0.0,0.0,0.0,2.332878800471849e-14
0.0,0.0,0.0,0.0,1.0917336074670745e-14
0.0,0.0,0.0,0.0,5.610737388195183e-15
0.0,0.0,0.0,0.0,1.4626479242028798e-14
0.0,0.0,0.0,0.0,1.1403196169675019e-14
0.0,0.0,0.0,0.0,1.937238798093641e-14
0.0,0.0,0.0,0.0,1.1096707688617798e-14
0.0,0.0,0.0,0.0,2.1076231915590104e-14
0.0,0.0,0.0,0.0,2.5624130199317026e-14
0.0,0.0,0.0,0.0,8.57713883343841e-15
0.0,0.0,0.0,0.0,2.0628879790855508e-14
0.0,0.0,0.0,0.0,1.4563021143373502e-14
0.0,0.0,0.0,0.0,9.847347550131825e-15
0.0,0.0,0.0,0.0,1.6619179673889148e-14
0.0,0.0,0.0,0.0,8.346669391736133e-15
0.0,0.0,0.0,0.0,1.434273030115025e-14
0.0,0.0,0.0,0.0,4.660232399932265e-14
0.0,0.0,0.0,0.0,6.2500165202401565e-15
0.0,0.0,0.0,0.0,3.0718230576296425e-14
0.0,0.0,0.0,0.0,1.4445218618679122e-14
0.0,0.0,0.0,0.0,1.3999557855729812e-14
0.0,0.0,0.0,0.0,2.265858782394936e-14
0.0,0.0,0.0,0.0,9.579474201202333e-15
0.0,0.0,0.0,0.0,1.3145680283129684e-14
0.0,0.0,0.0,0.0,1.1330198101517825e-14
0.0,0.0,0.0,0.0,3.8146970401764773e-14
0.0,0.0,0.0,0.0,2.445539538736364e-14
0.0,0.0,0.0,0.0,2.4191654751796043e-14
0.0,0.0,0.0,0.0,1.7828192786756447e-14
0.0,0.0,0.0,0.0,1.1779888990384987e-14
0.0,0.0,0.0,0.0,1.9529288714600583e-14
0.0,0.0,0.0,0.0,1.575601356987669e-14
0.0,0.0,0.0,0.0,1.7633119974111008e-14
