Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,492.0,873.4,4393.7,104.4,635.5,677.6,660.0000000000001,182.49999999999997,438.7,249.5,512.4,270.79999999999995,1696.8999999999999,1307.5,1101.2,1094.8,418.9
1,472.7,839.3,4222.0,100.3,610.7,651.2,634.2,175.29999999999998,421.4,239.8,492.4,260.3,1630.6,1256.4,1058.2,1052.0,402.5
2,454.1,806.2,4055.5,96.4,586.6,625.5,609.1999999999999,168.60000000000002,404.9,230.3,472.9,250.0,1566.4,1206.9,1016.4,1010.5,386.69999999999993
3,433.5,769.6,3871.5,92.0,560.0,597.1,581.6,160.89999999999998,386.5,219.90000000000003,451.4,238.6,1495.1999999999998,1152.1,970.4,964.6,369.0
4,415.8,738.2,3713.4,88.2,537.1,572.7,557.9,154.4,370.7,211.2,433.1,228.8,1434.1000000000001,1105.1,930.6999999999999,925.2,354.0
5,393.7,699.0,3516.3,83.6,508.69999999999993,542.3,528.2,146.1,351.1,199.6,410.0,216.7,1357.9999999999998,1046.4,881.3,876.1,335.20000000000005
6,375.6,666.9,3354.8,79.7,485.29999999999995,517.4,504.1,139.6,334.90000000000003,190.70000000000002,391.2,206.70000000000002,1295.6000000000001,998.4,840.9,835.9,319.8
7,367.6,652.6,3282.9,78.0,474.9,506.3,493.1,136.40000000000003,327.79999999999995,186.3,382.79999999999995,202.2,1267.8,977.0,822.8,818.0,313.00000000000006
8,361.5,641.9,3228.9,76.7,467.20000000000005,498.0,485.0,134.29999999999998,322.4,183.29999999999998,376.6,199.2,1247.0000000000002,960.9,809.3,804.5,307.8
9,360.9,640.8,3223.5,76.6,466.4,497.2,484.3,133.89999999999998,321.8,182.99999999999997,375.9,198.70000000000002,1245.0,959.3,807.9,803.2,307.4
10,362.8,644.0,3239.8,77.0,468.70000000000005,499.7,486.70000000000005,134.60000000000002,323.40000000000003,183.79999999999998,377.8,199.7,1251.2,964.1,812.0,807.2,308.8
11,365.8,649.5,3267.3,77.6,472.6,503.9,490.8,135.6,326.3,185.4,381.0,201.4,1261.8999999999999,972.3,818.9,814.1,311.4
12,368.0,653.4,3287.1,78.1,475.5,507.0,493.9,136.60000000000002,328.09999999999997,186.59999999999997,383.3,202.5,1269.5,978.2,823.9,819.0,313.40000000000003
13,374.9,665.6,3348.4,79.6,484.40000000000003,516.4,503.09999999999997,138.89999999999998,334.20000000000005,190.1,390.5,206.3,1293.2,996.5,839.2,834.3,319.2
14,380.8,676.1,3401.0,80.8,491.9,524.5,510.90000000000003,141.0,339.59999999999997,193.10000000000002,396.6,209.7,1313.3999999999999,1012.1,852.4000000000001,847.4,324.2
15,384.4,682.5,3433.3,81.6,496.7,529.5,515.8000000000001,142.6,342.8,195.0,400.40000000000003,211.7,1326.0,1021.7,860.6,855.5,327.4
16,386.9,687.0,3455.6,82.1,499.79999999999995,533.0,519.1999999999999,143.60000000000002,344.9,196.1,403.0,212.9,1334.7,1028.4,866.0999999999999,861.0,329.40000000000003
17,390.5,693.4,3487.9,82.9,504.59999999999997,537.9,523.9,144.9,348.20000000000005,198.0,406.8,215.0,1347.1,1038.0,874.2,869.1,332.5
18,398.3,707.2,3557.3,84.5,514.7,548.6,534.5,147.89999999999998,355.09999999999997,202.1,414.8,219.30000000000004,1373.9,1058.6,891.5999999999999,886.4,339.09999999999997
19,403.7,716.7,3605.4,85.7,521.5,556.0,541.7,149.6,359.9,204.8,420.4,222.2,1392.5,1072.9,903.6999999999999,898.3,343.7
20,413.2,733.6,3690.4,87.7,533.8000000000001,569.2,554.4,153.4,368.40000000000003,209.5,430.29999999999995,227.4,1425.3,1098.2,924.9,919.5,351.8
21,440.3,781.8,3932.6,93.4,568.9,606.5,590.8000000000001,163.40000000000003,392.6,223.39999999999998,458.6,242.5,1518.8000000000002,1170.3,985.7,979.9,374.90000000000003
22,461.6,819.4,4122.2,97.9,596.3000000000001,635.8,619.3000000000001,171.29999999999998,411.5,234.10000000000002,480.7,253.99999999999997,1592.0,1226.7,1033.2,1027.1,393.0
23,475.1,843.5,4243.0,100.8,613.8,654.4,637.4000000000001,176.09999999999997,423.59999999999997,240.8,494.70000000000005,261.4,1638.7,1262.7,1063.5,1057.2,404.40000000000003
24,531.6,943.8,4747.8,112.8,686.9000000000001,732.2,713.2,197.20000000000005,474.1,269.59999999999997,553.6999999999999,292.59999999999997,1833.6000000000001,1412.9,1190.0,1183.0,452.59999999999997
25,514.3,913.1,4593.0,109.1,664.5,708.4,690.0,190.8,458.59999999999997,260.90000000000003,535.6,283.1,1773.8999999999999,1366.8,1151.2,1144.4,437.80000000000007
26,495.8,880.4,4428.5,105.2,640.6,683.0,665.4000000000001,184.10000000000002,442.1,251.3,516.4,272.8,1710.3,1317.9,1110.0,1103.4,422.2
27,476.1,845.2,4251.8,101.0,615.1,655.8,638.6999999999999,176.60000000000002,424.49999999999994,241.3,495.8,262.0,1642.2,1265.3,1065.7,1059.4,405.3
28,455.0,807.9,4064.2,96.6,587.9,626.8,610.5,168.80000000000004,405.70000000000005,230.8,473.9,250.4,1569.6000000000001,1209.5,1018.6,1012.6,387.5
