Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,641.5,1138.9,5729.0,136.1,828.6999999999999,883.6,860.6999999999999,237.8,571.9,325.29999999999995,668.0,353.0,2212.6000000000004,1704.9,1435.8,1427.5,546.1999999999999
1,621.8,1104.0,5553.7,132.0,803.3,856.5,834.3000000000001,230.80000000000004,554.4,315.40000000000003,647.6,342.2,2144.9,1652.7,1392.0,1383.8,529.4000000000001
2,602.1,1069.0,5377.4,127.8,778.0,829.4,807.8,223.3,536.8,305.4,627.1,331.40000000000003,2076.9,1600.3,1347.8,1339.9,512.6
3,578.7,1027.5,5168.6,122.8,747.7,797.1,776.4000000000001,214.7,515.9,293.29999999999995,602.7,318.59999999999997,1996.1,1538.1,1295.4,1287.8,492.7
4,555.3,986.0,4959.7,117.8,717.4,764.9,745.2,206.29999999999998,495.2,281.7,578.4,305.40000000000003,1915.3999999999999,1476.0,1243.1000000000001,1235.8,472.90000000000003
5,536.9,953.2,4794.8,113.9,693.6,739.5,720.2999999999998,198.99999999999997,478.7,272.3,559.1,295.3,1851.7,1426.9,1201.7,1194.7,457.2
6,520.3,923.8,4646.8,110.4,672.2,716.7,698.0999999999999,193.09999999999997,463.9,263.79999999999995,541.9,286.4,1794.6999999999998,1382.8,1164.7,1157.8,443.0
7,508.2,902.4,4539.2,107.8,656.7,700.1,681.9,188.49999999999994,453.2,257.9,529.3000000000001,279.7,1753.2000000000003,1350.8,1137.7,1131.0,432.70000000000005
8,510.2,905.8,4556.5,108.3,659.0999999999999,702.7,684.5999999999999,189.39999999999998,454.9,258.7,531.4,280.79999999999995,1759.7,1356.0,1142.0,1135.3,434.4
9,517.8,919.3,4624.6,109.9,669.0,713.2,694.6,192.0,461.70000000000005,262.5,539.3,284.90000000000003,1786.1000000000001,1376.2,1159.1,1152.3,440.90000000000003
10,528.0,937.4,4715.3,112.0,682.1,727.2,708.4,195.90000000000006,470.7,267.7,549.9,290.6,1821.2,1403.2,1181.8000000000002,1174.9,449.5
11,538.4,955.9,4808.5,114.2,695.6,741.6,722.4,199.80000000000004,480.0,273.0,560.7,296.4,1857.1000000000001,1431.0,1205.2,1198.1,458.4
12,549.6,975.8,4908.8,116.6,710.1,757.1,737.5,204.00000000000003,490.1,278.79999999999995,572.4,302.5,1895.8000000000002,1460.8,1230.3000000000002,1223.1,468.0
13,585.9,1040.2,5232.4,124.3,756.8,807.0,786.0,217.39999999999998,522.4,297.0,610.2,322.3,2020.8999999999999,1557.1,1311.3999999999999,1303.8,498.90000000000003
14,595.0,1056.3,5313.8,126.2,768.7,819.5,798.3,220.79999999999998,530.6,301.90000000000003,619.6999999999999,327.4,2052.2999999999997,1581.3,1331.8,1324.0,506.59999999999997
15,598.8,1063.2,5348.3,127.1,773.6999999999999,824.9,803.4999999999999,222.2,533.9,303.40000000000003,623.6,329.59999999999997,2065.6,1591.6,1340.5,1332.6,509.8
16,595.7,1057.7,5320.5,126.4,769.7,820.6,799.3000000000001,221.1,531.2,302.1,620.4,327.90000000000003,2054.8,1583.3,1333.5,1325.7,507.3
17,588.7,1045.1,5257.4,124.9,760.4,810.8,789.9,218.3,525.0,298.3999999999999,613.0,323.9,2030.3999999999999,1564.6,1317.7,1310.0,501.2
18,579.1,1028.2,5172.4,122.9,748.2,797.7,777.0000000000001,214.79999999999998,516.4,293.7,603.2,318.9,1997.6000000000001,1539.2,1296.3,1288.8,493.1
19,572.3,1016.1,5111.2,121.4,739.4,788.3,767.9,212.39999999999995,510.19999999999993,290.2,596.0,314.9,1974.0,1521.1,1281.0,1273.5,487.29999999999995
20,576.3,1023.1,5146.7,122.3,744.5,793.8,773.1999999999999,213.79999999999998,513.9,292.19999999999993,600.2,317.20000000000005,1987.8000000000002,1531.6,1290.0,1282.4,490.59999999999997
21,596.5,1059.0,5327.1,126.6,770.5999999999999,821.6,800.2,221.4,531.8,302.40000000000003,621.2,328.20000000000005,2057.3,1585.3,1335.1999999999998,1327.3,507.90000000000003
22,621.0,1102.5,5545.9,131.8,802.3,855.3,833.2,230.50000000000003,553.7,314.79999999999995,646.6999999999999,341.59999999999997,2141.8,1650.4,1390.0,1381.8,528.7
23,639.8,1136.0,5714.5,135.8,826.7,881.4,858.4000000000001,237.5,570.5,324.49999999999994,666.3000000000001,352.2,2207.1000000000004,1700.6,1432.3,1423.9,544.9
24,676.5,1201.1,6041.9,143.6,873.9999999999999,931.8,907.6,251.19999999999996,603.0999999999999,343.09999999999997,704.5,372.3,2333.5,1798.0,1514.3,1505.4,575.9000000000001
25,648.1,1150.6,5788.2,137.5,837.3000000000001,892.7,869.5000000000001,240.4,577.8000000000001,328.6,674.9000000000001,356.8,2235.6,1722.5,1450.7,1442.2,551.8
26,616.9,1095.2,5509.5,130.9,796.9000000000001,849.7,827.6,228.7,550.1,312.8,642.5,339.40000000000003,2127.8,1639.6,1380.8000000000002,1372.8,525.2
27,584.8,1038.3,5223.1,124.1,755.5,805.6,784.7,216.9,521.4,296.7,609.1,321.8,2017.2,1554.4,1309.1,1301.4,498.0
28,553.4,982.5,4942.4,117.4,714.9,762.3,742.5,205.5,493.4,280.7,576.4,304.70000000000005,1908.8000000000002,1470.8,1238.7,1231.5,471.2
29,525.1,932.4,4690.1,111.4,678.4,723.3,704.7,194.90000000000003,468.2,266.3,546.9,288.9,1811.4,1395.7,1175.5,1168.6,447.2
30,502.7,892.6,4489.9,106.7,649.5,692.5,674.6,186.4,448.2,254.80000000000004,523.6,276.7,1734.1000000000001,1336.2,1125.4,1118.7,428.0
31,494.7,878.3,4418.4,105.0,639.1,681.4,663.6999999999999,183.60000000000002,441.1,250.8,515.2,272.4,1706.4,1314.9,1107.4,1100.9,421.1
32,497.6,883.4,4443.9,105.6,642.9,685.4,667.6,184.6,443.69999999999993,252.30000000000004,518.2,273.8,1716.3,1322.5,1113.8,1107.3,423.6
33,506.8,899.9,4526.7,107.6,654.8000000000001,698.1,680.0999999999999,187.99999999999997,451.8,256.8,527.9,279.00000000000006,1748.2,1347.1,1134.6,1127.9,431.70000000000005
34,515.7,915.6,4606.0,109.4,666.3,710.4,691.9,191.3,459.9,261.5,537.1,283.8,1778.7999999999997,1370.7,1154.5,1147.7,439.09999999999997
35,526.6,934.9,4702.8,111.7,680.3,725.3,706.4000000000001,195.40000000000003,469.5,267.1,548.4,289.8,1816.4,1399.5,1178.7,1171.8,448.3
