Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,501.3,890.0,4477.0,106.4,647.6000000000001,690.5,672.5,185.79999999999998,446.9,254.10000000000002,522.1,275.9,1728.9999999999998,1332.3,1122.0,1115.5,426.8
1,480.8,853.6,4293.7,102.0,621.1,662.2,645.0999999999999,178.2,428.7,243.9,500.7,264.6,1658.1999999999998,1277.8,1076.2,1069.8,409.4
2,460.7,818.0,4114.9,97.8,595.1999999999999,634.6,618.3000000000001,171.0,410.79999999999995,233.6,479.8,253.7,1589.2,1224.6,1031.3,1025.3,392.3
3,441.8,784.3,3945.5,93.7,570.7,608.5,592.8,163.90000000000003,393.90000000000003,224.09999999999997,460.1,243.2,1523.8,1174.1,988.9000000000001,983.1,376.09999999999997
4,422.2,749.5,3770.5,89.6,545.4000000000001,581.5,566.4,156.70000000000002,376.3,214.09999999999997,439.7,232.5,1456.2,1122.1,945.0,939.5,359.5
5,402.9,715.3,3598.1,85.5,520.4,554.9,540.5,149.2,359.29999999999995,204.4,419.6,221.7,1389.6999999999998,1070.8,901.8000000000001,896.5,343.0
6,386.5,686.2,3451.6,82.0,499.4,532.3,518.5999999999999,143.10000000000002,344.5,195.9,402.5,212.7,1333.2,1027.2,865.1,860.0,329.0
7,377.3,669.9,3369.7,80.1,487.4,519.7,506.2,140.0,336.6,191.3,393.0,207.50000000000003,1301.3,1002.8,844.5,839.6,321.2
8,374.2,664.4,3342.0,79.4,483.40000000000003,515.4,502.1,138.60000000000002,333.59999999999997,189.7,389.8,205.90000000000003,1290.7,994.6,837.6,832.7,318.59999999999997
9,373.5,663.1,3335.5,79.2,482.5,514.4,500.99999999999994,138.40000000000003,333.0,189.4,388.9,205.5,1288.3000000000002,992.6,836.0,831.1,318.00000000000006
10,373.5,663.2,3335.9,79.3,482.5,514.5,500.99999999999994,138.40000000000003,333.0,189.4,389.0,205.5,1288.4,992.7,836.1,831.2,318.1
11,376.2,668.0,3360.1,79.8,486.09999999999997,518.2,504.8,139.6,335.5,190.80000000000004,391.9,207.0,1297.8,999.9,842.0999999999999,837.2,320.4
12,381.2,676.8,3404.3,80.9,492.4,525.0,511.5,141.4,339.8,193.3,396.9,209.8,1314.8000000000002,1013.1,853.3,848.2,324.5
13,388.1,689.1,3466.3,82.4,501.40000000000003,534.6,520.7,143.9,346.0,196.70000000000002,404.2,213.5,1338.8000000000002,1031.5,868.8,863.7,330.4
14,396.1,703.3,3538.0,84.1,511.8,545.7,531.5,147.0,353.2,200.89999999999998,412.6,218.10000000000002,1366.4,1052.9,886.8000000000001,881.6,337.3
15,397.5,705.8,3550.3,84.4,513.5,547.6,533.4,147.39999999999998,354.5,201.7,414.0,218.79999999999998,1371.2,1056.5,889.8000000000001,884.6,338.4
16,391.6,695.2,3497.3,83.1,505.9,539.4,525.5,145.20000000000002,349.1,198.6,407.8,215.39999999999998,1350.6000000000001,1040.8,876.6,871.4,333.40000000000003
17,391.1,694.4,3493.0,83.0,505.29999999999995,538.7,524.8,145.1,348.6,198.4,407.29999999999995,215.2,1349.0,1039.5,875.5,870.3,332.9
18,391.5,695.0,3496.3,83.1,505.70000000000005,539.2,525.3,145.1,349.0,198.5,407.7,215.3,1350.2,1040.5,876.3000000000001,871.2,333.3
19,395.5,702.2,3532.1,83.9,510.9,544.8,530.5,146.6,352.7,200.7,411.9,217.70000000000002,1364.1000000000001,1051.1,885.2,880.1,336.80000000000007
20,397.5,705.7,3550.0,84.4,513.5,547.5,533.3,147.39999999999998,354.4,201.7,414.0,218.79999999999998,1371.1,1056.4,889.7,884.5,338.4
21,419.8,745.3,3749.2,89.1,542.4,578.2,563.1,155.9,374.29999999999995,212.7,437.09999999999997,231.10000000000002,1448.0,1115.7,939.7,934.2,357.4
22,433.7,770.1,3873.8,92.0,560.4,597.4,582.0,160.89999999999998,386.79999999999995,220.00000000000003,451.7,238.70000000000002,1496.1,1152.8,970.9,965.2,369.40000000000003
23,443.1,786.8,3957.8,94.0,572.6,610.4,594.4,164.40000000000003,395.1,224.7,461.5,243.79999999999998,1528.5000000000002,1177.8,991.9,986.1,377.3
24,488.8,867.9,4365.8,103.7,631.5,673.3,655.9,181.29999999999998,435.79999999999995,247.89999999999998,509.1,269.1,1686.2,1299.2,1094.2,1087.8,416.09999999999997
25,467.1,829.3,4171.8,99.1,603.5,643.4,626.6999999999999,173.20000000000002,416.49999999999994,236.99999999999997,486.5,257.1,1611.1999999999998,1241.5,1045.6,1039.5,397.6
26,444.0,788.4,3965.8,94.2,573.7,611.6,595.8000000000001,164.8,395.9,225.09999999999997,462.4,244.2,1531.8,1180.2,994.0,988.2,378.0
27,422.4,750.0,3773.0,89.6,545.8,581.9,566.8000000000001,156.70000000000002,376.70000000000005,214.2,440.0,232.7,1457.2,1122.8,945.7,940.1,359.70000000000005
28,400.2,710.5,3574.2,84.9,517.0,551.2,537.0,148.39999999999998,356.9,203.10000000000002,416.79999999999995,220.39999999999998,1380.4,1063.6,895.8,890.6,340.8
29,377.8,670.8,3374.2,80.2,488.09999999999997,520.4,506.9,140.2,336.79999999999995,191.50000000000003,393.5,208.00000000000003,1303.1000000000001,1004.1,845.7,840.7,321.7
30,359.8,638.9,3213.8,76.4,464.90000000000003,495.7,482.79999999999995,133.39999999999998,320.9,182.5,374.70000000000005,197.9,1241.2,956.4,805.5,800.8,306.3
