Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.33,0.47,0.71,0.9,0.12,0.89,0.5,0.58,0.46,0.0,0.28,0.24,0.22
1,0.0,0.0,0.0,0.0,0.33,0.69,0.85,0.9,0.14,0.89,0.6,0.64,0.48,0.0,0.42,0.47,0.23
2,0.0,0.0,0.0,0.0,0.33,0.89,0.96,0.91,0.21,0.9,0.72,0.76,0.48,0.0,0.48,0.86,0.24
3,0.0,0.0,0.0,0.0,0.33,0.95,0.97,0.86,0.1,0.89,0.7,0.74,0.48,0.0,0.49,0.95,0.24
4,0.0,0.0,0.0,0.0,0.33,0.97,0.98,0.84,0.06,0.88,0.72,0.77,0.48,0.0,0.49,0.98,0.23
5,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.85,0.12,0.88,0.79,0.8,0.48,0.0,0.49,0.98,0.23
6,0.0,0.0,0.0,0.0,0.33,0.96,0.98,0.79,0.21,0.87,0.79,0.86,0.48,0.0,0.49,0.97,0.22
7,0.0,0.0,0.0,0.0,0.33,0.85,0.98,0.73,0.36,0.87,0.8,0.92,0.44,0.0,0.49,0.97,0.23
8,0.0,0.0,0.0,0.0,0.33,0.63,0.98,0.69,0.57,0.87,0.82,0.96,0.42,0.0,0.49,0.98,0.24
9,0.0,0.0,0.0,0.0,0.32,0.69,0.98,0.71,0.58,0.87,0.91,0.97,0.25,0.0,0.49,0.98,0.14
10,0.0,0.0,0.0,0.0,0.32,0.88,0.98,0.76,0.67,0.89,0.97,0.98,0.2,0.0,0.48,0.96,0.09
11,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.83,0.83,0.91,0.98,0.96,0.27,0.0,0.48,0.92,0.12
12,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.82,0.91,0.9,0.98,0.98,0.4,0.0,0.49,0.98,0.18
13,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.83,0.96,0.88,0.98,0.98,0.48,0.0,0.49,0.98,0.24
14,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.88,0.98,0.85,0.98,0.98,0.49,0.0,0.49,0.98,0.24
15,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.94,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
16,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
17,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
18,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
19,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
20,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.74,0.49,0.0,0.49,0.98,0.24
21,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.61,0.49,0.0,0.49,0.98,0.24
22,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.61,0.49,0.0,0.49,0.98,0.24
23,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.61,0.49,0.0,0.49,0.98,0.24
24,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.74,0.49,0.0,0.49,0.98,0.24
25,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.86,0.49,0.0,0.49,0.98,0.24
26,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
27,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
28,0.0,0.0,0.0,0.0,0.3,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.48,0.0,0.49,0.98,0.24
29,0.0,0.0,0.0,0.0,0.27,0.88,0.98,0.98,0.92,0.85,0.98,0.97,0.48,0.0,0.49,0.98,0.24
30,0.0,0.0,0.0,0.0,0.23,0.9,0.98,0.97,0.86,0.83,0.95,0.92,0.46,0.0,0.49,0.98,0.24
31,0.0,0.0,0.0,0.0,0.18,0.92,0.98,0.94,0.78,0.81,0.92,0.85,0.44,0.0,0.49,0.98,0.23
32,0.0,0.0,0.0,0.0,0.14,0.95,0.98,0.87,0.57,0.85,0.89,0.76,0.42,0.0,0.49,0.98,0.22
33,0.0,0.0,0.0,0.0,0.13,0.97,0.98,0.9,0.68,0.87,0.96,0.86,0.34,0.0,0.48,0.98,0.16
34,0.0,0.0,0.0,0.0,0.15,0.98,0.98,0.94,0.81,0.88,0.98,0.93,0.3,0.0,0.44,0.92,0.12
35,0.0,0.0,0.0,0.0,0.19,0.98,0.98,0.96,0.9,0.89,0.98,0.97,0.29,0.0,0.38,0.63,0.1
36,0.0,0.0,0.0,0.0,0.2,0.97,0.98,0.92,0.86,0.9,0.98,0.97,0.24,0.0,0.33,0.81,0.08
37,0.0,0.0,0.0,0.0,0.21,0.96,0.98,0.87,0.78,0.89,0.98,0.98,0.2,0.0,0.28,0.92,0.06
38,0.0,0.0,0.0,0.0,0.23,0.89,0.98,0.82,0.73,0.88,0.98,0.97,0.16,0.0,0.24,0.97,0.04
39,0.0,0.0,0.0,0.0,0.23,0.95,0.98,0.82,0.72,0.89,0.98,0.98,0.22,0.0,0.24,0.92,0.06
40,0.0,0.0,0.0,0.0,0.23,0.97,0.98,0.81,0.72,0.89,0.98,0.98,0.28,0.0,0.25,0.83,0.09
41,0.0,0.0,0.0,0.0,0.24,0.98,0.96,0.81,0.72,0.9,0.98,0.98,0.35,0.0,0.26,0.67,0.12
42,0.0,0.0,0.0,0.0,0.25,0.98,0.96,0.83,0.74,0.9,0.98,0.98,0.36,0.0,0.31,0.66,0.14
43,0.0,0.0,0.0,0.0,0.25,0.98,0.95,0.85,0.78,0.9,0.97,0.98,0.36,0.0,0.36,0.66,0.15
44,0.0,0.0,0.0,0.0,0.26,0.98,0.94,0.87,0.81,0.89,0.96,0.98,0.38,0.0,0.42,0.67,0.16
45,0.0,0.0,0.0,0.0,0.29,0.98,0.94,0.88,0.8,0.89,0.97,0.98,0.4,0.0,0.42,0.65,0.18
46,0.0,0.0,0.0,0.0,0.31,0.98,0.93,0.9,0.8,0.89,0.98,0.98,0.44,0.0,0.41,0.64,0.2
47,0.0,0.0,0.0,0.0,0.32,0.98,0.93,0.92,0.84,0.88,0.98,0.98,0.46,0.0,0.4,0.64,0.22
48,0.0,0.0,0.0,0.0,0.31,0.97,0.94,0.93,0.9,0.89,0.98,0.98,0.42,0.0,0.4,0.69,0.2
49,0.0,0.0,0.0,0.0,0.3,0.96,0.95,0.95,0.96,0.9,0.98,0.98,0.38,0.0,0.4,0.74,0.17
50,0.0,0.0,0.0,0.0,0.28,0.96,0.96,0.95,0.98,0.88,0.97,0.98,0.34,0.0,0.4,0.78,0.15
51,0.0,0.0,0.0,0.0,0.29,0.92,0.98,0.95,0.97,0.84,0.98,0.98,0.35,0.0,0.41,0.88,0.14
52,0.0,0.0,0.0,0.0,0.29,0.87,0.98,0.95,0.96,0.81,0.98,0.98,0.36,0.0,0.42,0.93,0.12
53,0.0,0.0,0.0,0.0,0.29,0.8,0.98,0.94,0.93,0.8,0.98,0.98,0.36,0.0,0.44,0.96,0.11
54,0.0,0.0,0.0,0.0,0.29,0.78,0.98,0.93,0.87,0.77,0.98,0.97,0.4,0.0,0.43,0.98,0.14
55,0.0,0.0,0.0,0.0,0.29,0.76,0.98,0.92,0.79,0.74,0.98,0.97,0.44,0.0,0.44,0.98,0.16
56,0.0,0.0,0.0,0.0,0.29,0.74,0.98,0.9,0.72,0.71,0.98,0.95,0.46,0.0,0.48,0.98,0.2
57,0.0,0.0,0.0,0.0,0.26,0.87,0.98,0.88,0.65,0.69,0.98,0.94,0.46,0.0,0.48,0.98,0.21
58,0.0,0.0,0.0,0.0,0.23,0.94,0.98,0.86,0.58,0.69,0.96,0.93,0.45,0.0,0.48,0.98,0.22
