Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.33,0.98,0.94,0.98,0.87,0.87,0.97,0.97,0.49,0.0,0.44,0.85,0.24
1,0.0,0.0,0.0,0.0,0.33,0.97,0.94,0.98,0.84,0.84,0.96,0.96,0.49,0.0,0.42,0.82,0.24
2,0.0,0.0,0.0,0.0,0.33,0.96,0.94,0.96,0.8,0.8,0.96,0.93,0.49,0.0,0.38,0.79,0.24
3,0.0,0.0,0.0,0.0,0.33,0.86,0.89,0.94,0.75,0.78,0.92,0.86,0.47,0.0,0.36,0.68,0.22
4,0.0,0.0,0.0,0.0,0.33,0.63,0.81,0.9,0.7,0.76,0.86,0.76,0.44,0.0,0.33,0.59,0.2
5,0.0,0.0,0.0,0.0,0.32,0.41,0.74,0.85,0.68,0.73,0.72,0.68,0.39,0.0,0.31,0.5,0.18
6,0.0,0.0,0.0,0.0,0.32,0.37,0.74,0.83,0.63,0.72,0.64,0.74,0.3,0.0,0.28,0.4,0.13
7,0.0,0.0,0.0,0.0,0.31,0.36,0.83,0.77,0.6,0.74,0.57,0.8,0.22,0.0,0.3,0.48,0.09
8,0.0,0.0,0.0,0.0,0.3,0.38,0.93,0.71,0.6,0.76,0.52,0.85,0.17,0.0,0.4,0.75,0.07
9,0.0,0.0,0.0,0.0,0.25,0.48,0.97,0.64,0.6,0.75,0.78,0.93,0.12,0.0,0.43,0.91,0.05
10,0.0,0.0,0.0,0.0,0.19,0.67,0.98,0.6,0.69,0.76,0.95,0.97,0.1,0.0,0.46,0.97,0.06
11,0.0,0.0,0.0,0.0,0.15,0.89,0.98,0.58,0.76,0.77,0.98,0.98,0.11,0.0,0.48,0.98,0.07
12,0.0,0.0,0.0,0.0,0.14,0.9,0.98,0.48,0.76,0.76,0.98,0.97,0.16,0.0,0.48,0.98,0.1
13,0.0,0.0,0.0,0.0,0.15,0.91,0.98,0.45,0.75,0.75,0.98,0.97,0.25,0.0,0.48,0.98,0.14
14,0.0,0.0,0.0,0.0,0.18,0.92,0.98,0.47,0.74,0.75,0.98,0.96,0.36,0.0,0.48,0.98,0.19
15,0.0,0.0,0.0,0.0,0.22,0.96,0.98,0.53,0.78,0.72,0.98,0.96,0.4,0.0,0.48,0.98,0.21
16,0.0,0.0,0.0,0.0,0.26,0.97,0.98,0.6,0.83,0.69,0.98,0.96,0.44,0.0,0.49,0.98,0.22
17,0.0,0.0,0.0,0.0,0.29,0.98,0.98,0.68,0.87,0.66,0.98,0.96,0.46,0.0,0.49,0.98,0.23
18,0.0,0.0,0.0,0.0,0.29,0.96,0.98,0.68,0.8,0.65,0.98,0.94,0.45,0.0,0.48,0.97,0.22
19,0.0,0.0,0.0,0.0,0.28,0.9,0.97,0.69,0.69,0.64,0.95,0.9,0.43,0.0,0.45,0.89,0.22
20,0.0,0.0,0.0,0.0,0.27,0.78,0.94,0.71,0.57,0.63,0.86,0.85,0.41,0.0,0.41,0.7,0.21
21,0.0,0.0,0.0,0.0,0.24,0.84,0.93,0.78,0.7,0.66,0.92,0.9,0.4,0.0,0.36,0.62,0.2
22,0.0,0.0,0.0,0.0,0.21,0.88,0.92,0.84,0.8,0.72,0.96,0.94,0.4,0.0,0.31,0.55,0.2
23,0.0,0.0,0.0,0.0,0.19,0.91,0.9,0.88,0.84,0.78,0.97,0.96,0.4,0.0,0.27,0.48,0.19
24,0.0,0.0,0.0,0.0,0.17,0.64,0.89,0.82,0.8,0.74,0.96,0.96,0.25,0.0,0.23,0.58,0.1
25,0.0,0.0,0.0,0.0,0.14,0.37,0.82,0.74,0.74,0.72,0.94,0.95,0.14,0.0,0.2,0.68,0.04
26,0.0,0.0,0.0,0.0,0.13,0.2,0.76,0.69,0.76,0.71,0.92,0.93,0.08,0.0,0.18,0.8,0.02
27,0.0,0.0,0.0,0.0,0.07,0.21,0.75,0.65,0.59,0.76,0.94,0.91,0.06,0.0,0.14,0.75,0.01
28,0.0,0.0,0.0,0.0,0.04,0.23,0.72,0.66,0.44,0.82,0.95,0.79,0.06,0.0,0.12,0.7,0.01
29,0.0,0.0,0.0,0.0,0.02,0.27,0.69,0.63,0.34,0.83,0.92,0.66,0.1,0.0,0.1,0.65,0.02
30,0.0,0.0,0.0,0.0,0.0,0.32,0.69,0.58,0.31,0.81,0.82,0.69,0.06,0.0,0.1,0.57,0.01
31,0.0,0.0,0.0,0.0,0.0,0.42,0.71,0.57,0.39,0.8,0.64,0.76,0.06,0.0,0.09,0.49,0.02
32,0.0,0.0,0.0,0.0,0.02,0.58,0.75,0.59,0.48,0.8,0.52,0.84,0.09,0.0,0.1,0.41,0.04
