Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.03,0.27,0.56,0.75,0.26,0.19,0.36,0.6,0.21,0.0,0.32,0.66,0.06
1,0.0,0.0,0.0,0.0,0.03,0.21,0.66,0.74,0.21,0.2,0.34,0.57,0.27,0.0,0.28,0.65,0.1
2,0.0,0.0,0.0,0.0,0.04,0.16,0.75,0.73,0.18,0.23,0.36,0.56,0.35,0.0,0.25,0.63,0.16
3,0.0,0.0,0.0,0.0,0.04,0.18,0.84,0.73,0.19,0.26,0.44,0.59,0.31,0.0,0.33,0.78,0.14
4,0.0,0.0,0.0,0.0,0.05,0.2,0.9,0.73,0.23,0.3,0.55,0.65,0.26,0.0,0.41,0.89,0.11
5,0.0,0.0,0.0,0.0,0.08,0.23,0.94,0.74,0.3,0.39,0.7,0.73,0.24,0.0,0.46,0.96,0.09
6,0.0,0.0,0.0,0.0,0.04,0.2,0.85,0.73,0.25,0.28,0.57,0.66,0.09,0.0,0.44,0.93,0.03
7,0.0,0.0,0.0,0.0,0.02,0.18,0.7,0.72,0.24,0.22,0.51,0.59,0.02,0.0,0.42,0.89,0.0
8,0.0,0.0,0.0,0.0,0.0,0.19,0.57,0.72,0.24,0.19,0.51,0.52,0.0,0.0,0.4,0.86,0.0
9,0.0,0.0,0.0,0.0,0.0,0.22,0.57,0.72,0.12,0.15,0.43,0.38,0.0,0.0,0.38,0.83,0.0
10,0.0,0.0,0.0,0.0,0.0,0.25,0.57,0.71,0.05,0.12,0.38,0.3,0.0,0.0,0.38,0.83,0.0
11,0.0,0.0,0.0,0.0,0.0,0.3,0.58,0.71,0.03,0.11,0.35,0.24,0.0,0.0,0.38,0.85,0.0
12,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.51,0.0,0.05,0.2,0.13,0.0,0.0,0.21,0.38,0.0
13,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.33,0.0,0.02,0.1,0.06,0.0,0.0,0.1,0.11,0.0
14,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.21,0.0,0.01,0.04,0.03,0.0,0.0,0.03,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.08,0.07,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.01,0.12,0.1,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.04,0.12,0.14,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.04,0.09,0.08,0.16,0.2,0.02,0.0,0.0,0.0,0.01
23,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.07,0.12,0.16,0.2,0.27,0.05,0.0,0.0,0.03,0.02
24,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.07,0.13,0.18,0.16,0.29,0.05,0.0,0.0,0.0,0.02
25,0.0,0.0,0.0,0.0,0.03,0.06,0.17,0.11,0.16,0.22,0.15,0.33,0.05,0.0,0.0,0.0,0.02
26,0.0,0.0,0.0,0.0,0.05,0.06,0.3,0.15,0.2,0.28,0.18,0.4,0.05,0.0,0.0,0.0,0.02
27,0.0,0.0,0.0,0.0,0.04,0.08,0.3,0.15,0.12,0.19,0.1,0.3,0.06,0.0,0.0,0.0,0.03
28,0.0,0.0,0.0,0.0,0.03,0.12,0.32,0.16,0.08,0.16,0.06,0.25,0.08,0.0,0.0,0.0,0.04
29,0.0,0.0,0.0,0.0,0.02,0.15,0.34,0.17,0.05,0.18,0.04,0.23,0.1,0.0,0.0,0.0,0.04
30,0.0,0.0,0.0,0.0,0.02,0.11,0.34,0.16,0.03,0.18,0.02,0.19,0.05,0.0,0.0,0.0,0.02
31,0.0,0.0,0.0,0.0,0.02,0.1,0.35,0.17,0.02,0.2,0.04,0.18,0.01,0.0,0.06,0.08,0.01
32,0.0,0.0,0.0,0.0,0.02,0.14,0.4,0.2,0.01,0.26,0.08,0.19,0.0,0.0,0.17,0.23,0.0
33,0.0,0.0,0.0,0.0,0.05,0.13,0.43,0.21,0.0,0.27,0.1,0.28,0.0,0.0,0.22,0.36,0.0
34,0.0,0.0,0.0,0.0,0.1,0.16,0.5,0.26,0.0,0.29,0.14,0.39,0.0,0.0,0.3,0.53,0.0
35,0.0,0.0,0.0,0.0,0.16,0.23,0.6,0.34,0.01,0.33,0.18,0.52,0.02,0.0,0.38,0.73,0.0
36,0.0,0.0,0.0,0.0,0.13,0.16,0.39,0.24,0.02,0.25,0.19,0.51,0.02,0.0,0.27,0.44,0.0
37,0.0,0.0,0.0,0.0,0.12,0.13,0.26,0.19,0.04,0.2,0.2,0.5,0.02,0.0,0.18,0.25,0.01
38,0.0,0.0,0.0,0.0,0.11,0.13,0.2,0.2,0.08,0.16,0.25,0.49,0.03,0.0,0.12,0.15,0.02
39,0.0,0.0,0.0,0.0,0.15,0.18,0.15,0.17,0.07,0.16,0.24,0.43,0.06,0.0,0.12,0.16,0.03
40,0.0,0.0,0.0,0.0,0.21,0.25,0.11,0.14,0.07,0.17,0.22,0.36,0.1,0.0,0.12,0.17,0.05
41,0.0,0.0,0.0,0.0,0.27,0.34,0.08,0.17,0.07,0.19,0.21,0.3,0.16,0.0,0.12,0.18,0.08
42,0.0,0.0,0.0,0.0,0.27,0.35,0.16,0.24,0.13,0.2,0.26,0.4,0.2,0.0,0.2,0.26,0.1
43,0.0,0.0,0.0,0.0,0.27,0.4,0.29,0.36,0.23,0.21,0.39,0.54,0.25,0.0,0.29,0.42,0.13
44,0.0,0.0,0.0,0.0,0.28,0.47,0.51,0.55,0.38,0.24,0.61,0.7,0.31,0.0,0.4,0.66,0.16
45,0.0,0.0,0.0,0.0,0.28,0.53,0.62,0.62,0.41,0.37,0.58,0.7,0.36,0.0,0.41,0.7,0.18
46,0.0,0.0,0.0,0.0,0.29,0.6,0.73,0.7,0.46,0.54,0.59,0.71,0.42,0.0,0.42,0.74,0.2
47,0.0,0.0,0.0,0.0,0.3,0.68,0.84,0.77,0.51,0.69,0.64,0.73,0.45,0.0,0.42,0.79,0.22
48,0.0,0.0,0.0,0.0,0.28,0.71,0.85,0.74,0.46,0.71,0.63,0.77,0.41,0.0,0.4,0.68,0.2
49,0.0,0.0,0.0,0.0,0.27,0.75,0.85,0.74,0.43,0.76,0.62,0.81,0.37,0.0,0.36,0.57,0.18
50,0.0,0.0,0.0,0.0,0.28,0.79,0.84,0.75,0.41,0.82,0.6,0.85,0.34,0.0,0.34,0.47,0.17
51,0.0,0.0,0.0,0.0,0.26,0.83,0.83,0.83,0.52,0.79,0.72,0.9,0.32,0.0,0.32,0.5,0.16
52,0.0,0.0,0.0,0.0,0.25,0.86,0.82,0.89,0.61,0.76,0.9,0.95,0.31,0.0,0.32,0.52,0.16
53,0.0,0.0,0.0,0.0,0.25,0.88,0.8,0.93,0.68,0.73,0.98,0.97,0.3,0.0,0.3,0.55,0.16
54,0.0,0.0,0.0,0.0,0.26,0.85,0.72,0.92,0.67,0.72,0.97,0.97,0.3,0.0,0.28,0.5,0.16
55,0.0,0.0,0.0,0.0,0.27,0.81,0.62,0.9,0.66,0.7,0.96,0.96,0.3,0.0,0.27,0.45,0.16
56,0.0,0.0,0.0,0.0,0.29,0.76,0.54,0.88,0.64,0.69,0.94,0.95,0.3,0.0,0.26,0.41,0.15
57,0.0,0.0,0.0,0.0,0.29,0.76,0.52,0.88,0.63,0.68,0.94,0.95,0.28,0.0,0.24,0.37,0.14
58,0.0,0.0,0.0,0.0,0.29,0.78,0.52,0.88,0.62,0.67,0.92,0.95,0.25,0.0,0.23,0.34,0.13
59,0.0,0.0,0.0,0.0,0.29,0.78,0.51,0.87,0.6,0.66,0.91,0.94,0.23,0.0,0.22,0.3,0.12
60,0.0,0.0,0.0,0.0,0.23,0.66,0.45,0.81,0.52,0.6,0.85,0.91,0.18,0.0,0.2,0.28,0.1
61,0.0,0.0,0.0,0.0,0.18,0.54,0.39,0.74,0.46,0.54,0.75,0.88,0.14,0.0,0.2,0.26,0.08
62,0.0,0.0,0.0,0.0,0.13,0.42,0.34,0.67,0.42,0.48,0.65,0.84,0.11,0.0,0.18,0.24,0.06
63,0.0,0.0,0.0,0.0,0.11,0.41,0.36,0.74,0.52,0.51,0.65,0.86,0.12,0.0,0.2,0.29,0.07
64,0.0,0.0,0.0,0.0,0.1,0.41,0.4,0.82,0.63,0.57,0.66,0.88,0.14,0.0,0.23,0.34,0.08
65,0.0,0.0,0.0,0.0,0.09,0.41,0.46,0.91,0.73,0.65,0.69,0.9,0.16,0.0,0.26,0.4,0.1
66,0.0,0.0,0.0,0.0,0.07,0.41,0.44,0.89,0.72,0.68,0.7,0.89,0.15,0.0,0.24,0.39,0.08
67,0.0,0.0,0.0,0.0,0.06,0.42,0.42,0.86,0.71,0.7,0.72,0.88,0.14,0.0,0.22,0.38,0.07
68,0.0,0.0,0.0,0.0,0.06,0.43,0.4,0.84,0.71,0.72,0.72,0.86,0.13,0.0,0.2,0.37,0.06
69,0.0,0.0,0.0,0.0,0.1,0.47,0.52,0.87,0.76,0.75,0.77,0.91,0.17,0.0,0.26,0.51,0.08
70,0.0,0.0,0.0,0.0,0.15,0.52,0.64,0.88,0.77,0.78,0.84,0.93,0.21,0.0,0.32,0.68,0.11
71,0.0,0.0,0.0,0.0,0.23,0.58,0.76,0.89,0.75,0.79,0.87,0.92,0.26,0.0,0.4,0.86,0.14
72,0.0,0.0,0.0,0.0,0.25,0.62,0.78,0.88,0.72,0.82,0.88,0.95,0.21,0.0,0.42,0.82,0.13
73,0.0,0.0,0.0,0.0,0.27,0.65,0.81,0.85,0.69,0.84,0.88,0.96,0.17,0.0,0.44,0.79,0.12
74,0.0,0.0,0.0,0.0,0.29,0.69,0.82,0.82,0.66,0.85,0.88,0.97,0.14,0.0,0.46,0.78,0.12
75,0.0,0.0,0.0,0.0,0.29,0.66,0.81,0.84,0.76,0.81,0.86,0.98,0.15,0.0,0.48,0.82,0.1
76,0.0,0.0,0.0,0.0,0.3,0.64,0.79,0.85,0.85,0.75,0.82,0.98,0.16,0.0,0.48,0.86,0.09
77,0.0,0.0,0.0,0.0,0.31,0.61,0.78,0.86,0.9,0.68,0.78,0.98,0.16,0.0,0.48,0.88,0.09
