Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.25,0.41,0.35,0.77,0.66,0.2,0.35,0.36,0.23,0.0,0.18,0.29,0.1
1,0.0,0.0,0.0,0.0,0.23,0.46,0.28,0.72,0.62,0.09,0.24,0.14,0.28,0.0,0.19,0.26,0.13
2,0.0,0.0,0.0,0.0,0.21,0.63,0.26,0.67,0.6,0.04,0.26,0.11,0.34,0.0,0.23,0.26,0.16
3,0.0,0.0,0.0,0.0,0.17,0.48,0.12,0.62,0.44,0.01,0.16,0.06,0.3,0.0,0.13,0.2,0.12
4,0.0,0.0,0.0,0.0,0.13,0.41,0.03,0.58,0.32,0.01,0.15,0.09,0.3,0.0,0.06,0.16,0.1
5,0.0,0.0,0.0,0.0,0.12,0.41,0.02,0.56,0.23,0.03,0.21,0.23,0.32,0.0,0.03,0.14,0.1
6,0.0,0.0,0.0,0.0,0.11,0.34,0.02,0.46,0.14,0.01,0.18,0.26,0.32,0.0,0.06,0.1,0.1
7,0.0,0.0,0.0,0.0,0.12,0.26,0.05,0.4,0.08,0.03,0.14,0.3,0.32,0.0,0.1,0.08,0.11
8,0.0,0.0,0.0,0.0,0.14,0.21,0.16,0.37,0.04,0.17,0.12,0.36,0.32,0.0,0.16,0.07,0.12
9,0.0,0.0,0.0,0.0,0.09,0.22,0.17,0.28,0.03,0.26,0.11,0.31,0.29,0.0,0.18,0.08,0.11
10,0.0,0.0,0.0,0.0,0.07,0.25,0.18,0.26,0.01,0.42,0.12,0.27,0.26,0.0,0.18,0.1,0.11
11,0.0,0.0,0.0,0.0,0.08,0.28,0.18,0.27,0.01,0.62,0.12,0.25,0.24,0.0,0.2,0.11,0.12
12,0.0,0.0,0.0,0.0,0.08,0.25,0.17,0.24,0.0,0.57,0.12,0.24,0.14,0.0,0.17,0.1,0.06
13,0.0,0.0,0.0,0.0,0.08,0.22,0.17,0.23,0.0,0.53,0.11,0.23,0.07,0.0,0.14,0.08,0.03
14,0.0,0.0,0.0,0.0,0.09,0.19,0.17,0.22,0.0,0.49,0.11,0.23,0.03,0.0,0.12,0.08,0.01
15,0.0,0.0,0.0,0.0,0.05,0.11,0.1,0.18,0.0,0.38,0.07,0.14,0.02,0.0,0.07,0.05,0.01
16,0.0,0.0,0.0,0.0,0.03,0.06,0.05,0.14,0.0,0.29,0.04,0.08,0.02,0.0,0.04,0.01,0.0
17,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.12,0.01,0.23,0.02,0.04,0.01,0.0,0.02,0.0,0.0
