Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.68,0.93,0.9,0.98,0.98,0.49,0.0,0.49,0.98,0.24
1,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.76,0.94,0.9,0.98,0.98,0.49,0.0,0.49,0.98,0.24
2,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.85,0.97,0.9,0.98,0.98,0.49,0.0,0.49,0.98,0.24
3,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.89,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
4,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.91,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
5,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.92,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
6,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.94,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
7,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.97,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
8,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
9,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
10,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.48,0.0,0.49,0.98,0.24
11,0.0,0.0,0.0,0.0,0.32,0.97,0.98,0.98,0.98,0.9,0.98,0.98,0.46,0.0,0.49,0.98,0.23
12,0.0,0.0,0.0,0.0,0.32,0.95,0.98,0.98,0.98,0.9,0.98,0.98,0.46,0.0,0.49,0.98,0.22
13,0.0,0.0,0.0,0.0,0.31,0.88,0.98,0.98,0.98,0.88,0.98,0.98,0.45,0.0,0.49,0.98,0.22
14,0.0,0.0,0.0,0.0,0.31,0.78,0.98,0.97,0.98,0.85,0.98,0.98,0.45,0.0,0.49,0.98,0.22
15,0.0,0.0,0.0,0.0,0.29,0.83,0.98,0.97,0.98,0.82,0.98,0.98,0.42,0.0,0.49,0.98,0.21
16,0.0,0.0,0.0,0.0,0.28,0.86,0.98,0.97,0.98,0.79,0.98,0.98,0.4,0.0,0.49,0.98,0.2
17,0.0,0.0,0.0,0.0,0.25,0.89,0.98,0.97,0.98,0.76,0.94,0.98,0.36,0.0,0.49,0.98,0.18
18,0.0,0.0,0.0,0.0,0.23,0.84,0.98,0.97,0.97,0.74,0.86,0.96,0.32,0.0,0.49,0.98,0.16
19,0.0,0.0,0.0,0.0,0.21,0.75,0.98,0.97,0.9,0.72,0.76,0.92,0.28,0.0,0.49,0.98,0.14
20,0.0,0.0,0.0,0.0,0.18,0.67,0.98,0.96,0.81,0.7,0.69,0.89,0.24,0.0,0.49,0.98,0.12
21,0.0,0.0,0.0,0.0,0.19,0.7,0.98,0.94,0.84,0.7,0.83,0.94,0.27,0.0,0.49,0.98,0.13
22,0.0,0.0,0.0,0.0,0.2,0.78,0.98,0.9,0.77,0.71,0.95,0.97,0.31,0.0,0.49,0.98,0.14
23,0.0,0.0,0.0,0.0,0.21,0.87,0.97,0.85,0.56,0.73,0.98,0.98,0.34,0.0,0.49,0.98,0.16
24,0.0,0.0,0.0,0.0,0.18,0.88,0.97,0.81,0.63,0.68,0.98,0.98,0.34,0.0,0.49,0.98,0.15
25,0.0,0.0,0.0,0.0,0.15,0.88,0.97,0.78,0.71,0.62,0.98,0.98,0.34,0.0,0.49,0.98,0.14
26,0.0,0.0,0.0,0.0,0.13,0.9,0.97,0.79,0.74,0.56,0.98,0.98,0.36,0.0,0.49,0.98,0.14
27,0.0,0.0,0.0,0.0,0.13,0.91,0.96,0.77,0.7,0.51,0.98,0.96,0.32,0.0,0.49,0.98,0.14
28,0.0,0.0,0.0,0.0,0.13,0.92,0.96,0.77,0.66,0.45,0.96,0.9,0.29,0.0,0.49,0.96,0.14
29,0.0,0.0,0.0,0.0,0.13,0.94,0.94,0.77,0.64,0.41,0.92,0.8,0.28,0.0,0.48,0.92,0.14
30,0.0,0.0,0.0,0.0,0.13,0.95,0.92,0.75,0.64,0.41,0.9,0.78,0.3,0.0,0.48,0.9,0.15
31,0.0,0.0,0.0,0.0,0.13,0.96,0.89,0.76,0.66,0.41,0.88,0.77,0.32,0.0,0.48,0.89,0.16
32,0.0,0.0,0.0,0.0,0.13,0.96,0.87,0.79,0.66,0.42,0.86,0.74,0.34,0.0,0.47,0.88,0.18
33,0.0,0.0,0.0,0.0,0.11,0.96,0.82,0.77,0.63,0.41,0.82,0.74,0.31,0.0,0.48,0.91,0.16
34,0.0,0.0,0.0,0.0,0.09,0.96,0.78,0.74,0.61,0.41,0.78,0.74,0.28,0.0,0.48,0.93,0.15
35,0.0,0.0,0.0,0.0,0.08,0.96,0.74,0.72,0.59,0.42,0.74,0.73,0.25,0.0,0.48,0.96,0.14
36,0.0,0.0,0.0,0.0,0.06,0.9,0.71,0.64,0.5,0.37,0.73,0.75,0.2,0.0,0.48,0.95,0.12
37,0.0,0.0,0.0,0.0,0.04,0.84,0.68,0.56,0.42,0.33,0.71,0.76,0.16,0.0,0.48,0.94,0.1
38,0.0,0.0,0.0,0.0,0.03,0.73,0.66,0.48,0.35,0.31,0.7,0.77,0.13,0.0,0.48,0.93,0.09
39,0.0,0.0,0.0,0.0,0.04,0.68,0.67,0.48,0.26,0.38,0.66,0.78,0.16,0.0,0.48,0.9,0.1
40,0.0,0.0,0.0,0.0,0.06,0.63,0.69,0.5,0.18,0.47,0.64,0.79,0.2,0.0,0.48,0.87,0.11
41,0.0,0.0,0.0,0.0,0.08,0.59,0.7,0.51,0.11,0.58,0.62,0.8,0.26,0.0,0.48,0.82,0.12
42,0.0,0.0,0.0,0.0,0.09,0.7,0.83,0.6,0.26,0.6,0.71,0.84,0.24,0.0,0.48,0.88,0.11
43,0.0,0.0,0.0,0.0,0.1,0.83,0.92,0.69,0.5,0.62,0.81,0.87,0.22,0.0,0.48,0.92,0.1
44,0.0,0.0,0.0,0.0,0.11,0.9,0.96,0.8,0.73,0.63,0.91,0.9,0.21,0.0,0.48,0.95,0.1
45,0.0,0.0,0.0,0.0,0.16,0.91,0.98,0.86,0.69,0.68,0.94,0.95,0.25,0.0,0.49,0.98,0.12
