Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.08,0.5,0.24,0.76,0.15,0.48,0.16,0.16,0.18,0.0,0.22,0.18,0.1
1,0.0,0.0,0.0,0.0,0.09,0.55,0.24,0.73,0.24,0.47,0.21,0.21,0.2,0.0,0.23,0.21,0.1
2,0.0,0.0,0.0,0.0,0.11,0.6,0.25,0.7,0.36,0.46,0.29,0.28,0.24,0.0,0.24,0.24,0.1
3,0.0,0.0,0.0,0.0,0.13,0.6,0.24,0.7,0.4,0.5,0.34,0.3,0.25,0.0,0.24,0.25,0.12
4,0.0,0.0,0.0,0.0,0.16,0.61,0.26,0.68,0.44,0.54,0.42,0.35,0.26,0.0,0.25,0.29,0.13
5,0.0,0.0,0.0,0.0,0.19,0.65,0.32,0.66,0.52,0.58,0.55,0.41,0.28,0.0,0.28,0.37,0.15
6,0.0,0.0,0.0,0.0,0.21,0.6,0.26,0.63,0.52,0.52,0.51,0.39,0.18,0.0,0.22,0.3,0.1
7,0.0,0.0,0.0,0.0,0.23,0.55,0.2,0.61,0.51,0.47,0.48,0.38,0.11,0.0,0.18,0.24,0.06
8,0.0,0.0,0.0,0.0,0.25,0.5,0.16,0.58,0.52,0.42,0.46,0.38,0.07,0.0,0.14,0.19,0.03
9,0.0,0.0,0.0,0.0,0.26,0.37,0.14,0.63,0.52,0.42,0.38,0.33,0.12,0.0,0.13,0.18,0.04
10,0.0,0.0,0.0,0.0,0.27,0.26,0.13,0.68,0.53,0.43,0.32,0.29,0.2,0.0,0.12,0.17,0.06
11,0.0,0.0,0.0,0.0,0.28,0.18,0.12,0.73,0.54,0.43,0.26,0.26,0.3,0.0,0.12,0.16,0.09
12,0.0,0.0,0.0,0.0,0.24,0.13,0.06,0.57,0.39,0.35,0.22,0.19,0.22,0.0,0.06,0.08,0.08
13,0.0,0.0,0.0,0.0,0.21,0.09,0.01,0.43,0.28,0.29,0.18,0.14,0.16,0.0,0.02,0.04,0.06
14,0.0,0.0,0.0,0.0,0.18,0.06,0.0,0.33,0.2,0.25,0.15,0.1,0.11,0.0,0.0,0.0,0.05
15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.31,0.18,0.18,0.06,0.05,0.08,0.0,0.0,0.0,0.04
16,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.29,0.17,0.15,0.04,0.02,0.06,0.0,0.0,0.0,0.02
