Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,534.9,949.8,4777.6,113.5,691.1999999999999,736.8,717.7000000000002,198.3,476.9,271.2,557.1,294.4,1845.2000000000003,1421.8,1197.5,1190.4,455.5
1,514.3,913.0,4593.0,109.1,664.5,708.4,690.0,190.8,458.59999999999997,260.90000000000003,535.6,283.1,1773.8999999999999,1366.8,1151.1000000000001,1144.4,437.80000000000007
2,494.3,877.7,4415.0,104.9,638.7,680.9,663.1999999999999,183.50000000000003,440.80000000000007,250.70000000000002,514.8,272.0,1705.1000000000001,1313.9,1106.5,1100.1,420.9
3,474.6,842.7,4239.0,100.7,613.1,653.8,636.8000000000002,176.0,423.3,240.70000000000002,494.4,261.2,1637.1,1261.5,1062.5,1056.2,404.0
4,452.6,803.5,4041.9,96.0,584.6,623.4,607.1999999999999,167.60000000000002,403.5,229.50000000000003,471.3,249.0,1561.0,1202.8,1013.1,1007.1,385.2
5,430.6,764.5,3845.8,91.4,556.3,593.1,577.7,159.8,383.90000000000003,218.4,448.5,237.0,1485.3,1144.5,963.9000000000001,958.2,366.70000000000005
6,413.0,733.3,3688.6,87.6,533.6,568.9,554.1,153.20000000000002,368.3,209.5,430.1,227.3,1424.6,1097.7,924.5,919.1,351.59999999999997
7,403.6,716.6,3604.7,85.6,521.4,556.0,541.5999999999999,149.6,359.79999999999995,204.7,420.4,222.2,1392.3,1072.7,903.5,898.2,343.7
8,396.4,703.8,3540.4,84.1,512.1,546.0,531.8000000000001,147.2,353.5,201.1,412.79999999999995,218.10000000000002,1367.3,1053.6,887.3000000000001,882.1,337.5
9,391.1,694.4,3493.0,83.0,505.29999999999995,538.7,524.8,145.1,348.6,198.4,407.29999999999995,215.2,1349.0,1039.5,875.5,870.3,332.9
10,389.8,692.0,3481.3,82.7,503.7,536.9,523.0,144.5,347.59999999999997,197.60000000000002,405.90000000000003,214.59999999999997,1344.6000000000001,1036.0,872.5,867.4,331.8
11,392.2,696.4,3503.1,83.2,506.79999999999995,540.3,526.3000000000001,145.3,349.6,198.79999999999998,408.5,215.9,1353.0,1042.5,877.9000000000001,872.8,334.0
12,395.2,701.6,3529.2,83.8,510.5,544.3,530.2,146.49999999999997,352.29999999999995,200.29999999999998,411.5,217.5,1363.0,1050.3,884.5,879.4,336.5
13,396.5,704.0,3541.3,84.1,512.4,546.2,532.0,147.2,353.5,201.3,413.0,218.10000000000002,1367.7,1053.9,887.6,882.4,337.6
14,400.7,711.4,3578.4,85.0,517.6,551.9,537.5,148.39999999999998,357.29999999999995,203.40000000000003,417.3,220.6,1382.0,1064.9,896.8,891.6,341.2
15,394.2,699.9,3520.7,83.6,509.19999999999993,543.0,528.9000000000001,146.2,351.6,199.99999999999997,410.5,217.00000000000003,1359.6,1047.7,882.4,877.2,335.6
16,393.4,698.4,3513.1,83.5,508.20000000000005,541.8,527.8000000000001,145.89999999999998,350.7,199.4,409.6,216.40000000000003,1356.8999999999999,1045.5,880.6,875.3,334.90000000000003
17,393.8,699.2,3517.1,83.6,508.79999999999995,542.4,528.4000000000001,146.2,351.1,199.7,410.1,216.8,1358.3,1046.7,881.5,876.3,335.4
18,395.2,701.6,3529.2,83.8,510.5,544.3,530.2,146.49999999999997,352.29999999999995,200.29999999999998,411.5,217.5,1363.0,1050.3,884.5,879.4,336.5
19,392.8,697.4,3508.3,83.4,507.40000000000003,541.1,527.1,145.7,350.2,199.1,409.1,216.2,1354.9999999999998,1044.0,879.3,874.1,334.4
20,397.4,705.7,3549.7,84.3,513.5,547.5,533.3,147.39999999999998,354.4,201.6,413.90000000000003,218.7,1371.0,1056.4,889.7,884.5,338.4
21,423.6,752.1,3783.4,89.9,547.3000000000001,583.5,568.3999999999999,157.1,377.70000000000005,214.79999999999995,441.2,233.1,1461.1,1125.9,948.3000000000001,942.7,360.79999999999995
22,443.0,786.5,3956.5,94.0,572.3000000000001,610.2,594.3000000000001,164.40000000000003,395.0,224.59999999999997,461.3,243.79999999999998,1528.0000000000002,1177.4,991.5999999999999,985.8,377.2
23,454.3,806.5,4057.2,96.4,587.0,625.7,609.4999999999999,168.60000000000002,405.0,230.4,473.1,250.1,1566.9,1207.4,1016.8,1010.9,386.79999999999995
24,500.9,889.2,4473.2,106.3,647.1,689.9,672.0,185.7,446.5,253.80000000000004,521.6,275.70000000000005,1727.6,1331.2,1121.1,1114.6,426.5
25,478.0,848.6,4268.7,101.4,617.4,658.4,641.1,177.3,426.2,242.10000000000002,497.8,263.0,1648.6000000000001,1270.3,1069.9,1063.6,406.90000000000003
26,454.8,807.4,4061.8,96.5,587.5,626.4,610.0999999999999,168.80000000000004,405.5,230.7,473.6,250.4,1568.8,1208.7,1018.0,1012.0,387.2
27,431.1,765.4,3850.4,91.5,557.0,593.8,578.4,159.89999999999998,384.4,218.8,449.0,237.4,1487.1,1145.9,965.0999999999999,959.4,367.1
28,407.9,724.2,3642.8,86.6,526.9,561.8,547.2,151.29999999999998,363.79999999999995,206.79999999999995,424.79999999999995,224.39999999999998,1406.8999999999999,1084.1,913.1,907.7,347.40000000000003
29,386.6,686.5,3453.2,82.0,499.5,532.6,518.8,143.4,344.79999999999995,196.0,402.7,212.7,1333.7,1027.6,865.5999999999999,860.4,329.2
30,374.6,665.1,3345.6,79.5,484.0,516.0,502.6,138.7,334.0,189.8,390.1,206.10000000000002,1292.1,995.6,838.6,833.6,318.90000000000003
31,365.2,648.5,3262.0,77.5,471.90000000000003,503.1,490.1,135.39999999999998,325.49999999999994,185.00000000000003,380.4,200.99999999999997,1259.8,970.8,817.5999999999999,812.8,311.0
32,366.0,649.7,3268.4,77.7,472.80000000000007,504.1,490.90000000000003,135.6,326.3,185.5,381.1,201.4,1262.3,972.6,819.1999999999999,814.4,311.59999999999997
33,367.6,652.6,3282.8,78.0,474.9,506.3,493.1,136.40000000000003,327.79999999999995,186.3,382.79999999999995,202.1,1267.8,976.9,822.8,818.0,313.00000000000006
34,370.6,658.0,3309.8,78.6,478.7,510.5,497.29999999999995,137.50000000000003,330.4,187.7,385.9,204.0,1278.3,985.0,829.5,824.7,315.50000000000006
