Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,521.0,925.0,4653.1,110.6,673.0999999999999,717.6,699.0,193.2,464.5,264.29999999999995,542.6,286.70000000000005,1797.0,1384.7,1166.2,1159.4,443.59999999999997
1,496.0,880.6,4429.8,105.2,640.9,683.2,665.5,184.2,442.3,251.50000000000003,516.6,272.9,1710.8,1318.3,1110.3,1103.8,422.29999999999995
2,473.4,840.4,4227.7,100.4,611.5,652.0,635.2,175.6,422.09999999999997,240.1,493.0,260.5,1632.8,1258.1,1059.6,1053.4,403.0
3,451.2,801.1,4029.6,95.7,582.9,621.5,605.4,167.3,402.4,228.70000000000002,469.9,248.3,1556.4,1199.2,1010.0,1004.0,384.09999999999997
4,428.3,760.5,3825.6,90.9,553.4,590.0,574.6999999999999,159.1,382.0,217.3,446.1,235.70000000000002,1477.5,1138.5,958.8,953.2,364.6
5,406.1,721.0,3627.0,86.2,524.7,559.4,544.9,150.6,362.20000000000005,205.89999999999998,422.9,223.5,1400.8,1079.4,909.1,903.7,345.7
6,392.6,697.1,3506.6,83.3,507.3,540.8,526.9000000000001,145.6,350.09999999999997,199.0,408.9,216.10000000000002,1354.3,1043.6,878.9,873.7,334.3
7,389.6,691.7,3479.4,82.7,503.30000000000007,536.6,522.8,144.4,347.4,197.50000000000003,405.8,214.39999999999998,1343.8,1035.4,872.1,867.0,331.70000000000005
8,387.6,688.2,3461.7,82.2,500.8,533.9,520.1,143.60000000000002,345.59999999999997,196.29999999999998,403.70000000000005,213.19999999999996,1337.0,1030.2,867.5999999999999,862.5,330.0
9,386.6,686.4,3452.9,82.0,499.5,532.5,518.7,143.4,344.7,196.0,402.59999999999997,212.7,1333.6,1027.6,865.5,860.4,329.2
10,391.2,694.6,3494.2,83.0,505.4,538.9,525.1,145.1,348.9,198.5,407.4,215.2,1349.5,1039.8,875.8000000000001,870.6,333.20000000000005
11,400.5,711.1,3577.2,85.0,517.5,551.7,537.4,148.39999999999998,357.20000000000005,203.40000000000003,417.2,220.6,1381.6000000000001,1064.5,896.6,891.3,340.99999999999994
12,411.3,730.2,3673.2,87.3,531.3,566.5,551.8000000000001,152.9,366.79999999999995,208.69999999999996,428.4,226.4,1418.6999999999998,1093.1,920.7,915.2,350.2
13,437.5,776.7,3907.2,92.8,565.1,602.6,587.0,162.29999999999998,390.0,221.9,455.59999999999997,240.7,1508.9,1162.8,979.3,973.5,372.40000000000003
14,466.2,827.7,4163.5,98.9,602.3000000000001,642.1,625.5,172.90000000000003,415.59999999999997,236.6,485.5,256.4,1607.8999999999999,1239.0,1043.5,1037.4,396.9
15,480.2,852.6,4288.8,101.9,620.4,661.5,644.3,178.2,428.19999999999993,243.6,500.1,264.3,1656.3999999999999,1276.3,1075.0,1068.6,408.90000000000003
16,488.4,867.1,4362.0,103.6,631.0,672.8,655.2,181.2,435.40000000000003,247.6,508.7,268.8,1684.6,1298.1,1093.3000000000002,1086.9,415.8
17,491.3,872.3,4387.8,104.2,634.6999999999999,676.7,659.2,182.4,438.19999999999993,249.3,511.6,270.5,1694.6000000000001,1305.8,1099.8,1093.3,418.29999999999995
18,492.3,874.0,4396.4,104.5,635.9,678.1,660.5,182.6,438.9,249.70000000000002,512.6,271.0,1698.0,1308.3,1101.9,1095.4,419.09999999999997
19,492.3,874.0,4396.7,104.5,636.0000000000001,678.1,660.6,182.6,438.9,249.70000000000002,512.7,271.0,1698.1000000000001,1308.4,1101.9,1095.5,419.09999999999997
20,497.2,882.7,4440.2,105.5,642.3,684.8,667.1000000000001,184.6,443.30000000000007,252.10000000000005,517.8,273.59999999999997,1714.8999999999999,1321.4,1112.9,1106.4,423.29999999999995
21,512.4,909.8,4576.8,108.7,662.1,705.9,687.4999999999999,190.1,456.9,260.0,533.7,281.99999999999994,1767.6000000000001,1362.0,1147.1,1140.4,436.40000000000003
22,529.2,939.5,4726.2,112.3,683.6,728.9,710.0,196.3,471.79999999999995,268.5,551.1,291.3,1825.3,1406.5,1184.6,1177.6,450.5
23,543.7,965.3,4855.6,115.4,702.3,748.9,729.4000000000001,201.69999999999996,484.70000000000005,275.8,566.2,299.2,1875.3,1445.0,1217.0,1209.8,462.9
24,531.1,943.0,4743.4,112.7,686.2,731.6,712.7,196.8,473.6,269.4,553.1,292.5,1831.9,1411.6,1188.8,1181.9,452.29999999999995
25,510.8,906.8,4561.8,108.4,659.8,703.6,685.1999999999998,189.6,455.4,259.09999999999997,532.0,281.2,1761.8000000000002,1357.5,1143.3000000000002,1136.6,435.0
26,488.9,868.0,4366.6,103.8,631.5999999999999,673.4,656.0,181.29999999999998,435.9,247.99999999999997,509.20000000000005,269.2,1686.5,1299.5,1094.4,1088.0,416.3
27,467.8,830.5,4177.7,99.3,604.4000000000001,644.3,627.6999999999999,173.6,417.1,237.29999999999998,487.2,257.29999999999995,1613.6000000000001,1243.2,1047.0,1040.9,398.2
28,446.7,793.1,3989.6,94.8,577.1999999999999,615.3,599.3000000000001,165.8,398.29999999999995,226.49999999999997,465.2,245.8,1540.8999999999999,1187.3,1000.0,994.1,380.40000000000003
29,425.0,754.7,3796.2,90.2,549.0999999999999,585.5,570.3,157.89999999999998,378.90000000000003,215.6,442.7,234.0,1466.2,1129.7,951.5,945.9,361.9
30,410.8,729.4,3669.2,87.2,530.8,565.9,551.2,152.70000000000002,366.29999999999995,208.59999999999997,427.9,226.10000000000002,1417.0,1091.9,919.6,914.2,349.8
31,406.5,721.7,3630.4,86.3,525.2,559.9,545.3,150.70000000000002,362.5,206.09999999999997,423.29999999999995,223.6,1402.1999999999998,1080.4,909.9,904.6,346.0
32,405.5,720.0,3621.7,86.0,523.9000000000001,558.6,544.1,150.3,361.5,205.79999999999998,422.29999999999995,223.2,1398.7,1077.8,907.6999999999999,902.4,345.2
33,410.6,728.9,3666.7,87.1,530.5,565.5,550.9,152.70000000000002,365.90000000000003,208.39999999999998,427.5,226.0,1416.1000000000001,1091.2,919.0,913.6,349.59999999999997
34,420.4,746.4,3754.6,89.2,543.2,579.1,563.9,156.10000000000002,374.8,213.09999999999997,437.9,231.5,1449.9999999999998,1117.3,941.0999999999999,935.5,357.9
35,430.2,763.7,3841.7,91.3,555.6999999999999,592.5,577.1,159.5,383.59999999999997,218.20000000000002,448.0,236.8,1483.7,1143.3,962.9000000000001,957.2,366.3
36,441.3,783.5,3941.2,93.6,570.1,607.8,592.0,163.8,393.59999999999997,223.99999999999997,459.6,242.9,1522.1000000000001,1172.9,987.9000000000001,982.0,375.8
37,457.6,812.5,4087.3,97.1,591.3,630.4,614.1,169.80000000000004,408.0,231.99999999999997,476.59999999999997,251.7,1578.6,1216.3,1024.3999999999999,1018.4,389.59999999999997
38,477.9,848.5,4268.3,101.4,617.4,658.3,641.1,177.3,426.0,242.10000000000002,497.7,263.0,1648.4,1270.2,1069.8,1063.5,406.90000000000003
39,488.6,867.6,4364.2,103.7,631.1999999999999,673.1,655.6999999999999,181.29999999999998,435.69999999999993,247.79999999999998,508.90000000000003,268.90000000000003,1685.4999999999998,1298.8,1093.8000000000002,1087.4,416.0
40,485.4,861.8,4335.0,103.0,627.1999999999999,668.6,651.3,179.9,432.8,245.9,505.5,267.1,1674.2,1290.1,1086.5,1080.1,413.3
41,483.1,857.7,4314.6,102.5,624.1,665.4,648.1,179.3,430.70000000000005,244.9,503.09999999999997,265.8,1666.2,1284.0,1081.4,1075.0,411.2
42,481.5,855.0,4300.8,102.2,622.2,663.3,646.0,178.60000000000002,429.5,244.4,501.5,265.1,1661.0,1279.9,1077.8999999999999,1071.6,410.0
43,479.0,850.4,4277.8,101.6,618.8000000000001,659.8,642.7,177.7,427.0,243.0,498.79999999999995,263.70000000000005,1652.2,1273.0,1072.1,1065.9,407.8
44,481.9,855.6,4303.8,102.3,622.5,663.8,646.6,178.90000000000003,429.6,244.5,501.9,265.3,1662.1000000000001,1280.8,1078.7,1072.4,410.2
45,497.2,882.7,4440.3,105.5,642.4,684.8,667.1000000000001,184.6,443.30000000000007,252.10000000000005,517.8,273.59999999999997,1714.8999999999999,1321.4,1112.9,1106.4,423.29999999999995
46,512.0,909.0,4572.7,108.6,661.4,705.2,686.9999999999999,190.1,456.5,259.8,533.2,281.79999999999995,1766.0,1360.8,1146.1,1139.4,435.9
47,523.3,929.1,4673.8,111.0,676.1,720.8,702.0999999999999,194.10000000000002,466.6,265.50000000000006,545.1,287.9,1805.0,1390.9,1171.4,1164.5,445.59999999999997
