Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.27,0.66,0.89,0.98,0.98,0.49,0.0,0.49,0.98,0.24
1,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.44,0.78,0.9,0.98,0.98,0.48,0.0,0.49,0.98,0.24
2,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.56,0.82,0.9,0.98,0.98,0.47,0.0,0.49,0.98,0.24
3,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.63,0.8,0.9,0.98,0.98,0.46,0.0,0.49,0.98,0.22
4,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.72,0.76,0.9,0.98,0.98,0.46,0.0,0.49,0.98,0.21
5,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.79,0.65,0.9,0.98,0.96,0.45,0.0,0.49,0.98,0.19
6,0.0,0.0,0.0,0.0,0.3,0.98,0.98,0.74,0.66,0.9,0.98,0.97,0.44,0.0,0.49,0.98,0.2
7,0.0,0.0,0.0,0.0,0.25,0.97,0.98,0.72,0.68,0.91,0.98,0.97,0.44,0.0,0.49,0.98,0.2
8,0.0,0.0,0.0,0.0,0.19,0.92,0.98,0.73,0.7,0.91,0.98,0.98,0.43,0.0,0.49,0.98,0.2
9,0.0,0.0,0.0,0.0,0.19,0.95,0.98,0.79,0.78,0.91,0.98,0.97,0.47,0.0,0.49,0.98,0.23
10,0.0,0.0,0.0,0.0,0.2,0.96,0.98,0.86,0.81,0.91,0.98,0.97,0.48,0.0,0.49,0.98,0.24
11,0.0,0.0,0.0,0.0,0.21,0.97,0.98,0.91,0.81,0.91,0.97,0.96,0.49,0.0,0.49,0.98,0.24
12,0.0,0.0,0.0,0.0,0.23,0.98,0.98,0.93,0.86,0.91,0.98,0.97,0.49,0.0,0.49,0.98,0.24
13,0.0,0.0,0.0,0.0,0.25,0.98,0.98,0.93,0.91,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
14,0.0,0.0,0.0,0.0,0.28,0.98,0.98,0.93,0.96,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
15,0.0,0.0,0.0,0.0,0.32,0.98,0.98,0.97,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
16,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
17,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
18,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.97,0.98,0.91,0.98,0.98,0.49,0.0,0.49,0.98,0.24
19,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.97,0.98,0.91,0.98,0.74,0.49,0.0,0.49,0.98,0.24
20,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.97,0.98,0.91,0.98,0.73,0.49,0.0,0.49,0.98,0.24
21,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.97,0.98,0.91,0.98,0.7,0.49,0.0,0.49,0.98,0.24
22,0.0,0.0,0.0,0.0,0.33,0.98,0.98,0.98,0.98,0.91,0.97,0.66,0.48,0.0,0.49,0.98,0.24
23,0.0,0.0,0.0,0.0,0.33,0.96,0.98,0.98,0.95,0.91,0.89,0.75,0.48,0.0,0.49,0.98,0.24
24,0.0,0.0,0.0,0.0,0.32,0.95,0.98,0.98,0.87,0.91,0.91,0.84,0.45,0.0,0.49,0.98,0.22
25,0.0,0.0,0.0,0.0,0.32,0.92,0.98,0.98,0.73,0.91,0.92,0.8,0.4,0.0,0.49,0.98,0.21
26,0.0,0.0,0.0,0.0,0.32,0.88,0.98,0.96,0.53,0.91,0.94,0.78,0.33,0.0,0.49,0.98,0.18
27,0.0,0.0,0.0,0.0,0.3,0.9,0.98,0.96,0.55,0.91,0.96,0.79,0.24,0.0,0.49,0.98,0.13
28,0.0,0.0,0.0,0.0,0.23,0.92,0.98,0.96,0.53,0.91,0.98,0.81,0.18,0.0,0.49,0.98,0.09
29,0.0,0.0,0.0,0.0,0.16,0.95,0.98,0.97,0.51,0.91,0.98,0.82,0.15,0.0,0.48,0.97,0.07
