node_num,State,TIME_ZONE,Lon,Lat,area_km2,availability_50,pop_2019,wind_area_km2,solar_area_km2
0,ME,E,-69.38515,44.52000625,84196,0.5855,1344212,6058.8424441,5904.0
1,NH,E,-71.54671,43.429089999999995,24038,0.6809000000000001,1359711,2164.308682,3312.0
2,VT,E,-72.63722142857144,44.20832142857143,24900,0.6193571428571428,623989,3194.53376234,3873.5416667
3,MA,E,-71.59966666666666,42.21718333333333,20568,0.87675,6863772,1298.7138266,1728.0
4,RI,E,-71.424,41.620775,2758,0.9315,1010882,144.3729904,144.0
5,CT,E,-72.62757500000001,41.6058375,12869,0.9095,3565287,432.7974277,288.0
